classification,avg_distance,avg_resale_price,count
0,0.30940837445751607,406262.20261437906,459
1,0.8204941699706141,489264.24681684625,1021
2,1.272771462129379,441494.03908355796,742
3,1.7062172007366507,485513.74401473295,1086
4,2.2476506646520136,471066.4139194139,546
5,2.770312583455886,470367.17463235295,544
