address,block,street_name,lat_long
130 MARSILING RISE,130,MARSILING RISE,"Error: Road retrieved. Returned address Marsiling Rise, Woodlands, Northwest, 738099, Singapore"
9 MARSILING DRIVE,9,MARSILING DR,"1.4412761500000002, 103.77646132582522"
320D ANCHORVALE DRIVE,320D,ANCHORVALE DR,"1.3909340000000001, 103.89179247662011"
121 POTONG PASIR AVENUE 1,121,POTONG PASIR AVE 1,"1.3356302, 103.86584107878771"
101 JALAN RAJAH,101,JLN RAJAH,"1.3287151, 103.850545"
121 SERANGOON NORTH AVENUE 1,121,SERANGOON NTH AVE 1,"1.36694285, 103.87129194050152"
625B WOODLANDS DRIVE 52,625B,WOODLANDS DR 52,"Error: Road retrieved. Returned address Woodlands Drive 52, Woodlands, Northwest, 739022, Singapore"
533 UPPER CROSS STREET,533,UPP CROSS ST,"1.2846009, 103.84530280596127"
289 CHOA CHU KANG AVENUE 3,289,CHOA CHU KANG AVE 3,"1.379353, 103.74080472896782"
186C RIVERVALE DRIVE,186C,RIVERVALE DR,"1.39287195, 103.90510360216167"
647 YISHUN STREET 61,647,YISHUN ST 61,"1.4221566, 103.83703255781691"
313A ANCHORVALE ROAD,313A,ANCHORVALE RD,"1.3916766, 103.88766402219576"
821 WOODLANDS STREET 82,821,WOODLANDS ST 82,"Error: Road retrieved. Returned address Woodlands Street 82, Woodlands, Northwest, 738954, Singapore"
541 CHOA CHU KANG STREET 52,541,CHOA CHU KANG ST 52,"Error: Road retrieved. Returned address Choa Chu Kang Street 52, Northwest, 689286, Singapore"
937 TAMPINES AVENUE 5,937,TAMPINES AVE 5,"1.34721705, 103.94162396036451"
548B SEGAR ROAD,548B,SEGAR RD,"1.3895197000000001, 103.76866019486388"
451 FAJAR ROAD,451,FAJAR RD,"Error: Road retrieved. Returned address Fajar Road, Bukit Panjang, Northwest, 673443, Singapore"
526A PASIR RIS STREET 51,526A,PASIR RIS ST 51,"1.3675823999999999, 103.94706515191436"
272C PUNGGOL WALK,272C,PUNGGOL WALK,"1.4029169, 103.9000407488618"
748A BEDOK RESERVOIR CRESCENT,748A,BEDOK RESERVOIR CRES,"1.3364314, 103.92104417325812"
503 HOUGANG AVENUE 8,503,HOUGANG AVE 8,"1.3735373499999999, 103.88751983946604"
535 BEDOK NORTH STREET 3,535,BEDOK NTH ST 3,"1.33270015, 103.9234368523769"
684A JURONG WEST STREET 64,684A,JURONG WEST ST 64,"1.3439993000000001, 103.70394676747311"
4 HAIG ROAD,4,HAIG RD,"1.31208845, 103.89717015311447"
420 BEDOK NORTH STREET 1,420,BEDOK NTH ST 1,"Error: Road retrieved. Returned address Bedok North Street 1, Bedok, Southeast, 469659, Singapore"
278 BISHAN STREET 24,278,BISHAN ST 24,"1.3574062, 103.84353077762069"
625 CHOA CHU KANG STREET 62,625,CHOA CHU KANG ST 62,"Error: Road retrieved. Returned address Choa Chu Kang Street 62, Northwest, 680627, Singapore"
916 HOUGANG AVENUE 9,916,HOUGANG AVE 9,"Error: Road retrieved. Returned address Hougang Avenue 9, Hougang, Northeast, 538692, Singapore"
989C JURONG WEST STREET 93,989C,JURONG WEST ST 93,"1.3357747, 103.6951736166711"
499A TAMPINES AVENUE 9,499A,TAMPINES AVE 9,"Error: Road retrieved. Returned address Tampines Avenue 9, Tampines, Northeast, 522523, Singapore"
701 WOODLANDS DRIVE 40,701,WOODLANDS DR 40,"1.44168535, 103.79585191147135"
153 YISHUN STREET 11,153,YISHUN ST 11,"1.4311717499999999, 103.83422470085681"
72 CIRCUIT ROAD,72,CIRCUIT RD,"1.3245323999999998, 103.88796880606495"
427 JURONG WEST AVENUE 1,427,JURONG WEST AVE 1,"1.3511595, 103.72596028260597"
263 TAMPINES STREET 21,263,TAMPINES ST 21,"1.3533064, 103.951144"
18 HOUGANG AVENUE 3,18,HOUGANG AVE 3,"1.36330075, 103.89192715234967"
120 SIMEI STREET 1,120,SIMEI ST 1,"1.3447996, 103.9531707008611"
155 SIMEI ROAD,155,SIMEI RD,"1.3447125999999998, 103.95822587882556"
123 BISHAN STREET 12,123,BISHAN ST 12,"1.3464918, 103.85047442096774"
355 CHOA CHU KANG CENTRAL,355,CHOA CHU KANG CTRL,"1.38307915, 103.74377940876593"
145 MEI LING STREET,145,MEI LING ST,"1.2939463999999998, 103.80518451382703"
652 WOODLANDS RING ROAD,652,WOODLANDS RING RD,"1.4379184, 103.79981543408465"
367A TAMPINES STREET 34,367A,TAMPINES ST 34,"1.3576651499999999, 103.95994643000142"
216B COMPASSVALE DRIVE,216B,COMPASSVALE DR,"1.39059295, 103.89370028585176"
720 WOODLANDS AVENUE 6,720,WOODLANDS AVE 6,Error: geocode failed on input 720 WOODLANDS AVENUE 6
22 HAVELOCK ROAD,22,HAVELOCK RD,"Error: Not Singapore. Returned address 22, Havelock Road, Sidley, Bexhill-on-Sea, Rother, East Sussex, South East, England, TN39 4AH, United Kingdom"
408 FAJAR ROAD,408,FAJAR RD,"Error: Road retrieved. Returned address Fajar Road, Bukit Panjang, Northwest, 673443, Singapore"
513 JURONG WEST STREET 52,513,JURONG WEST ST 52,"1.3474958, 103.7201522939439"
14 GHIM MOH ROAD,14,GHIM MOH RD,"1.30885435, 103.78916645000001"
840 TAMPINES STREET 82,840,TAMPINES ST 82,"1.3510198, 103.93587087570637"
60 TELOK BLANGAH HEIGHTS,60,TELOK BLANGAH HTS,"1.2760851999999998, 103.81220033292615"
979C BUANGKOK CRESCENT,979C,BUANGKOK CRES,"Error: Road retrieved. Returned address Buangkok Crescent, Hougang, Northeast, 536980, Singapore"
603B PUNGGOL ROAD,603B,PUNGGOL RD,"Error: Road retrieved. Returned address Punggol Road, Punggol, Northeast, 820198, Singapore"
12 HOLLAND AVENUE,12,HOLLAND AVE,"Error: Not Singapore. Returned address 12, Holland Avenue, Buffalo, Erie County, New York, 14224, United States"
45 CHAI CHEE STREET,45,CHAI CHEE ST,"1.3287316, 103.92471467445067"
138 BISHAN STREET 12,138,BISHAN ST 12,"1.34436505, 103.85252172043438"
771 CHOA CHU KANG STREET 54,771,CHOA CHU KANG ST 54,"Error: Road retrieved. Returned address Choa Chu Kang Street 54, Zhenghua, Northwest, 689577, Singapore"
717 CLEMENTI WEST STREET 2,717,CLEMENTI WEST ST 2,"1.30320085, 103.7625796509987"
95 COMMONWEALTH DRIVE,95,C'WEALTH DR,"1.3054122000000001, 103.80111332790224"
468C ADMIRALTY DRIVE,468C,ADMIRALTY DR,"1.4504504, 103.81476931818239"
96 LORONG 3 TOA PAYOH,96,LOR 3 TOA PAYOH,"1.3386312500000002, 103.84839265"
241 BUKIT BATOK EAST AVENUE 5,241,BT BATOK EAST AVE 5,"1.3506933, 103.75497250025359"
411 CHOA CHU KANG AVENUE 3,411,CHOA CHU KANG AVE 3,"1.3808858000000002, 103.7411072482195"
713 PASIR RIS STREET 72,713,PASIR RIS ST 72,"1.38236535, 103.93805790672835"
610 YISHUN STREET 61,610,YISHUN ST 61,"1.42055045, 103.83611559363915"
252 HOUGANG AVENUE 3,252,HOUGANG AVE 3,"1.3602797999999998, 103.89274851394939"
289 TAMPINES STREET 22,289,TAMPINES ST 22,"1.3496296, 103.95530774708013"
4 UPPER ALJUNIED LANE,4,UPP ALJUNIED LANE,"1.3335547, 103.87909264999999"
256 YISHUN RING ROAD,256,YISHUN RING RD,"1.434102, 103.840005"
236 CHOA CHU KANG CENTRAL,236,CHOA CHU KANG CTRL,"1.37979675, 103.74819670575044"
604 CLEMENTI WEST STREET 1,604,CLEMENTI WEST ST 1,"1.3054092499999999, 103.76758007622576"
831 TAMPINES STREET 83,831,TAMPINES ST 83,"1.3502467, 103.93412515047571"
138 SIMEI STREET 1,138,SIMEI ST 1,"1.3473307, 103.95706436393743"
687A CHOA CHU KANG DRIVE,687A,CHOA CHU KANG DR,"1.4044538, 103.75034070673311"
247 HOUGANG AVENUE 3,247,HOUGANG AVE 3,"Error: Road retrieved. Returned address Hougang Avenue 3, Hougang, Northeast, 534412, Singapore"
2B UPPER BOON KENG ROAD,2B,UPP BOON KENG RD,"1.3135914, 103.8715855510774"
899A TAMPINES STREET 81,899A,TAMPINES ST 81,"1.3462008, 103.93526097814035"
764 YISHUN STREET 72,764,YISHUN ST 72,"Error: Road retrieved. Returned address Yishun Street 72, Yishun, Northwest, 760731, Singapore"
142 JALAN BUKIT MERAH,142,JLN BT MERAH,"Error: Road retrieved. Returned address Jalan Bukit Merah, Radin Mas, Bukit Merah, Singapore, Central, 169545, Singapore"
151 WOODLANDS STREET 13,151,WOODLANDS ST 13,"Error: Road retrieved. Returned address Woodlands Street 13, Woodlands, Northwest, 738623, Singapore"
247 BISHAN STREET 22,247,BISHAN ST 22,"1.3611422, 103.84316359607789"
130 CHOA CHU KANG AVENUE 1,130,CHOA CHU KANG AVE 1,"1.381482, 103.75040654518139"
134 BISHAN STREET 12,134,BISHAN ST 12,"1.3455005999999998, 103.85214372908314"
229 PENDING ROAD,229,PENDING RD,"Error: Road retrieved. Returned address Pending Road, Bukit Panjang, Northwest, 670129, Singapore"
605 SENJA ROAD,605,SENJA RD,"Error: Road retrieved. Returned address Senja Road, Bukit Panjang, Northwest, 677741, Singapore"
710 JURONG WEST STREET 71,710,JURONG WEST ST 71,"1.34279525, 103.69486818310483"
269B PUNGGOL FIELD,269B,PUNGGOL FIELD,"1.4034122, 103.89868316256097"
331B ANCHORVALE STREET,331B,ANCHORVALE ST,"1.3956053499999999, 103.89016188195825"
444 TAMPINES STREET 42,444,TAMPINES ST 42,"1.358295, 103.95141426176934"
305 YISHUN CENTRAL,305,YISHUN CTRL,"Error: Road retrieved. Returned address Yishun Central, Yishun, Northwest, 760935, Singapore"
546A SEGAR ROAD,546A,SEGAR RD,"1.388547, 103.77017470933347"
576 PASIR RIS STREET 53,576,PASIR RIS ST 53,"1.37300815, 103.94688910515146"
415A FERNVALE LINK,415A,FERNVALE LINK,"1.3889914, 103.87973030584415"
367 TAMPINES STREET 34,367,TAMPINES ST 34,"1.35838645, 103.960518426277"
283 CHOA CHU KANG AVENUE 3,283,CHOA CHU KANG AVE 3,"1.3798354, 103.74278073095978"
85 WHAMPOA DRIVE,85,WHAMPOA DR,"1.3228973000000002, 103.85652821742619"
543 ANG MO KIO AVENUE 10,543,ANG MO KIO AVE 10,"1.37431195, 103.85629298131309"
381 CLEMENTI AVENUE 5,381,CLEMENTI AVE 5,"1.3185422999999998, 103.76802021693018"
215 JURONG EAST STREET 21,215,JURONG EAST ST 21,"1.3399805, 103.738516"
224D COMPASSVALE WALK,224D,COMPASSVALE WALK,"1.388643, 103.8985854631463"
436B FERNVALE ROAD,436B,FERNVALE RD,"1.39283015, 103.87686562982182"
339 WOODLANDS AVENUE 1,339,WOODLANDS AVE 1,"Error: Road retrieved. Returned address Woodlands Avenue 1, Woodlands, Northwest, 739069, Singapore"
260 BISHAN STREET 22,260,BISHAN ST 22,"Error: Road retrieved. Returned address Bishan Street 22, Bishan, Singapore, Central, 570282, Singapore"
643 CHOA CHU KANG STREET 64,643,CHOA CHU KANG ST 64,"Error: Road retrieved. Returned address Choa Chu Kang Street 64, Zhenghua, Northwest, 689097, Singapore"
367 CLEMENTI AVENUE 2,367,CLEMENTI AVE 2,"1.3129058, 103.771750730825"
370 HOUGANG STREET 31,370,HOUGANG ST 31,"Error: Road retrieved. Returned address Hougang Street 31, Hougang, Northeast, 530371, Singapore"
13 DOVER CLOSE EAST,13,DOVER CL EAST,"1.30536655, 103.78610482483799"
492 JURONG WEST STREET 41,492,JURONG WEST ST 41,"1.3498597, 103.7252886"
149 TAMPINES STREET 12,149,TAMPINES ST 12,"1.3511881, 103.94238674436559"
851 WOODLANDS STREET 83,851,WOODLANDS ST 83,"1.4402115, 103.79231305844075"
642 ANG MO KIO AVENUE 5,642,ANG MO KIO AVE 5,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 5, Ang Mo Kio, Singapore, Central, 569948, Singapore"
126 SERANGOON NORTH AVENUE 1,126,SERANGOON NTH AVE 1,"1.3660218, 103.87190670000001"
703 CHOA CHU KANG STREET 53,703,CHOA CHU KANG ST 53,"Error: Road retrieved. Returned address Choa Chu Kang Street 53, Northwest, 689189, Singapore"
308A ANCHORVALE ROAD,308A,ANCHORVALE RD,"1.3898655, 103.88594497777778"
516 SERANGOON NORTH AVENUE 4,516,SERANGOON NTH AVE 4,"Error: Road retrieved. Returned address Serangoon North Avenue 4, Ang Mo Kio Industrial Park 2, Serangoon North, Singapore, Central, 555859, Singapore"
474 TAMPINES STREET 43,474,TAMPINES ST 43,"1.3599918500000001, 103.95299634473014"
466 ANG MO KIO AVENUE 10,466,ANG MO KIO AVE 10,"1.36584095, 103.85703129999999"
207 ANG MO KIO AVENUE 1,207,ANG MO KIO AVE 1,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 1, Ang Mo Kio, Singapore, Central, 560218, Singapore"
771 BEDOK RESERVOIR VIEW,771,BEDOK RESERVOIR VIEW,"1.3359523, 103.93893626089579"
108 BUKIT BATOK WEST AVENUE 6,108,BT BATOK WEST AVE 6,"1.3473442, 103.74692070406533"
2 JALAN BUKIT HO SWEE,2,JLN BT HO SWEE,"1.28727415, 103.83189585888229"
118D JALAN MEMBINA,118D,JLN MEMBINA,"1.2825316, 103.82691063542373"
508 CHOA CHU KANG STREET 51,508,CHOA CHU KANG ST 51,"Error: Road retrieved. Returned address Choa Chu Kang Street 51, Northwest, 689333, Singapore"
31 BALAM ROAD,31,BALAM RD,"1.3298436, 103.88578875690979"
302 JURONG EAST STREET 32,302,JURONG EAST ST 32,"Error: Road retrieved. Returned address Jurong East Street 32, Jurong East, Southwest, 600371, Singapore"
313C SUMANG LINK,313C,SUMANG LINK,"1.4105842499999999, 103.9015444566178"
164 STIRLING ROAD,164,STIRLING RD,"Error: Not Singapore. Returned address Stirling Road, Berea, Buffalo City Ward 18, East London, Buffalo City Metropolitan Municipality, Eastern Cape, 5241, South Africa"
291D COMPASSVALE STREET,291D,COMPASSVALE ST,"Error: Road retrieved. Returned address Compassvale Street, Seng Kang, Northeast, 540294, Singapore"
524A TAMPINES CENTRAL 7,524A,TAMPINES CTRL 7,"1.35843285, 103.93914019966084"
161 YISHUN STREET 11,161,YISHUN ST 11,"1.4324699, 103.83281910305469"
331 ANG MO KIO AVENUE 1,331,ANG MO KIO AVE 1,"1.3621124, 103.85075727097299"
423 BEDOK NORTH AVENUE 1,423,BEDOK NTH AVE 1,"1.3279521, 103.92755085858656"
757 CHOA CHU KANG NORTH 5,757,CHOA CHU KANG NTH 5,"Error: Road retrieved. Returned address Choa Chu Kang North 5, Northwest, 680533, Singapore"
490 ADMIRALTY LINK,490,ADMIRALTY LINK,"1.4553484, 103.8172466685044"
256 COMPASSVALE ROAD,256,COMPASSVALE RD,"1.3939979500000002, 103.89911425016027"
234 YISHUN STREET 21,234,YISHUN ST 21,"Error: Road retrieved. Returned address Yishun Street 21, Yishun, Northwest, 768610, Singapore"
987C JURONG WEST STREET 93,987C,JURONG WEST ST 93,"1.3366199, 103.69512641809648"
82 WHAMPOA DRIVE,82,WHAMPOA DR,"1.32400065, 103.85663024137793"
170A PUNGGOL FIELD,170A,PUNGGOL FIELD,"Error: Road retrieved. Returned address Punggol Field, Punggol Cove, Punggol, Northeast, 820198, Singapore"
335C YISHUN STREET 31,335C,YISHUN ST 31,"1.4324237499999999, 103.8443890919747"
485 CHOA CHU KANG AVENUE 5,485,CHOA CHU KANG AVE 5,"1.37481965, 103.7380477960102"
117 HOUGANG AVENUE 1,117,HOUGANG AVE 1,"Error: Road retrieved. Returned address Hougang Avenue 1, Hougang, Northeast, 530110, Singapore"
662 HOUGANG AVENUE 4,662,HOUGANG AVE 4,"1.3744431499999998, 103.88262693445816"
622A PUNGGOL CENTRAL,622A,PUNGGOL CTRL,"1.4000371999999999, 103.91108558650943"
682B WOODLANDS DRIVE 62,682B,WOODLANDS DR 62,"Error: Road retrieved. Returned address Woodlands Drive 62, Woodlands, Northwest, 737942, Singapore"
857 WOODLANDS STREET 83,857,WOODLANDS ST 83,"1.4404240000000001, 103.79385905690353"
676A JURONG WEST STREET 64,676A,JURONG WEST ST 64,"1.3459412, 103.70458604622927"
841 TAMPINES STREET 83,841,TAMPINES ST 83,"1.35147035, 103.9347458471558"
899A WOODLANDS DRIVE 50,899A,WOODLANDS DR 50,"Error: Road retrieved. Returned address Woodlands Drive 50, Woodlands, Northwest, 738853, Singapore"
630 ANG MO KIO AVENUE 4,630,ANG MO KIO AVE 4,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 4, Ang Mo Kio, Singapore, Central, 568987, Singapore"
975 HOUGANG STREET 91,975,HOUGANG ST 91,"1.37720245, 103.8796006831178"
339B KANG CHING ROAD,339B,KANG CHING RD,"1.338166, 103.72106510715685"
7 MARINE TERRACE,7,MARINE TER,"1.30411215, 103.91727211344238"
192A RIVERVALE DRIVE,192A,RIVERVALE DR,"1.3943104499999999, 103.90356065094517"
5 LORONG LEW LIAN,5,LOR LEW LIAN,"1.3499806, 103.87684640215231"
8 BEDOK SOUTH AVENUE 2,8,BEDOK STH AVE 2,"1.3228277, 103.93616721822953"
514 JELAPANG ROAD,514,JELAPANG RD,"Error: Road retrieved. Returned address Jelapang Road, Bukit Panjang, Northwest, 671524, Singapore"
293 CHOA CHU KANG AVENUE 3,293,CHOA CHU KANG AVE 3,"1.3782183, 103.7403519181915"
897A WOODLANDS DRIVE 50,897A,WOODLANDS DR 50,"1.43649915, 103.79392650269048"
838 WOODLANDS STREET 82,838,WOODLANDS ST 82,"1.44186625, 103.7912136952587"
8C UPPER BOON KENG ROAD,8C,UPP BOON KENG RD,"1.3131533, 103.87084208097025"
743 YISHUN AVENUE 5,743,YISHUN AVE 5,"1.4299222999999999, 103.83369079783873"
388 BUKIT BATOK WEST AVENUE 5,388,BT BATOK WEST AVE 5,"1.3648231499999999, 103.75222604233974"
483 SEGAR ROAD,483,SEGAR RD,"Error: Road retrieved. Returned address Segar Road, Bukit Panjang, Northwest, 677738, Singapore"
99 WHAMPOA DRIVE,99,WHAMPOA DR,"1.32083755, 103.85386860992884"
156 PASIR RIS STREET 13,156,PASIR RIS ST 13,"Error: Road retrieved. Returned address Pasir Ris Street 13, Pasir Ris, Northeast, 510145, Singapore"
298 PUNGGOL CENTRAL,298,PUNGGOL CTRL,"Error: Road retrieved. Returned address Punggol Central, Punggol, Northeast, 821256, Singapore"
786C WOODLANDS DRIVE 60,786C,WOODLANDS DR 60,"Error: Road retrieved. Returned address Woodlands Drive 60, Woodlands, Northwest, 731799, Singapore"
115 YISHUN RING ROAD,115,YISHUN RING RD,"1.43434815, 103.82829319015218"
286 YISHUN AVENUE 6,286,YISHUN AVE 6,"Error: Road retrieved. Returned address Yishun Avenue 6, Yishun, Northwest, 760406, Singapore"
505B YISHUN STREET 51,505B,YISHUN ST 51,"Error: Road retrieved. Returned address Yishun Street 51, Yishun, Northwest, 762511, Singapore"
125 PENDING ROAD,125,PENDING RD,"Error: Road retrieved. Returned address Pending Road, Bukit Panjang, Northwest, 670129, Singapore"
636C SENJA ROAD,636C,SENJA RD,"1.38737135, 103.75909738217678"
954 HOUGANG AVENUE 9,954,HOUGANG AVE 9,"Error: Road retrieved. Returned address Hougang Avenue 9, Hougang, Northeast, 538692, Singapore"
690 HOUGANG STREET 61,690,HOUGANG ST 61,"Error: Road retrieved. Returned address Hougang Street 61, Hougang, Northeast, 538793, Singapore"
920 HOUGANG STREET 91,920,HOUGANG ST 91,"1.3768284999999998, 103.88405128204359"
165 TAMPINES STREET 12,165,TAMPINES ST 12,"1.3492288499999998, 103.94612908917875"
637 ANG MO KIO AVENUE 6,637,ANG MO KIO AVE 6,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 6, Ang Mo Kio, Singapore, Central, 569845, Singapore"
309 CLEMENTI AVENUE 4,309,CLEMENTI AVE 4,"1.3209119, 103.7664305897355"
110 HOUGANG AVENUE 1,110,HOUGANG AVE 1,"1.3548845, 103.889667"
467 ADMIRALTY DRIVE,467,ADMIRALTY DR,"Error: Not Singapore. Returned address Admiralty Drive, Sunset Beach, Huntington Beach, Orange County, California, 92649, United States"
247 KIM KEAT LINK,247,KIM KEAT LINK,"1.3312865500000002, 103.8552540361016"
365 WOODLANDS AVENUE 5,365,WOODLANDS AVE 5,"Error: Road retrieved. Returned address Woodlands Avenue 5, Woodlands, Northwest, 730900, Singapore"
416 SERANGOON CENTRAL,416,SERANGOON CTRL,"1.3502102, 103.874855649039"
15 HOUGANG AVENUE 3,15,HOUGANG AVE 3,"Error: Road retrieved. Returned address Hougang Avenue 3, Hougang, Northeast, 534412, Singapore"
59B GEYLANG BAHRU,59B,GEYLANG BAHRU,"1.3221921, 103.86809506678205"
30 TELOK BLANGAH RISE,30,TELOK BLANGAH RISE,"1.2728779000000001, 103.82030817535494"
102 JURONG EAST STREET 13,102,JURONG EAST ST 13,"1.3361294, 103.73852089719625"
568 CHOA CHU KANG STREET 52,568,CHOA CHU KANG ST 52,"Error: Road retrieved. Returned address Choa Chu Kang Street 52, Northwest, 689286, Singapore"
22 SAINT GEORGE'S ROAD,22,ST. GEORGE'S RD,"1.325186, 103.8624858771168"
105D EDGEFIELD PLAINS,105D,EDGEFIELD PLAINS,"1.3973066, 103.90527102987552"
863 YISHUN AVENUE 4,863,YISHUN AVE 4,"Error: Road retrieved. Returned address Yishun Avenue 4, Yishun, Northwest, 761672, Singapore"
30 BALAM ROAD,30,BALAM RD,"1.3296381, 103.88722630661765"
360 YISHUN RING ROAD,360,YISHUN RING RD,"1.4277126, 103.84569596407226"
531 BUKIT BATOK STREET 51,531,BT BATOK ST 51,"1.3562601, 103.7503122"
21 BEDOK SOUTH ROAD,21,BEDOK STH RD,"1.3201250500000001, 103.93315476822492"
981B BUANGKOK CRESCENT,981B,BUANGKOK CRES,"Error: Road retrieved. Returned address Buangkok Crescent, Hougang, Northeast, 536980, Singapore"
137 BEDOK NORTH AVENUE 3,137,BEDOK NTH AVE 3,"1.3287985500000001, 103.9354149454637"
129 RIVERVALE STREET,129,RIVERVALE ST,"1.3900321500000001, 103.902582421928"
646 JALAN TENAGA,646,JLN TENAGA,"1.33125165, 103.90614048185193"
408 PASIR RIS DRIVE 6,408,PASIR RIS DR 6,"1.3733683499999998, 103.95356975520875"
43 BEDOK SOUTH ROAD,43,BEDOK STH RD,"1.3215387, 103.94164494283507"
456 CHOA CHU KANG AVENUE 4,456,CHOA CHU KANG AVE 4,"1.3790442, 103.73521630829525"
987B BUANGKOK GREEN,987B,BUANGKOK GREEN,"1.3795614999999999, 103.87810724884898"
819 JURONG WEST STREET 81,819,JURONG WEST ST 81,"1.3456209000000001, 103.69511828799074"
312B SUMANG LINK,312B,SUMANG LINK,"1.4113202, 103.9005232"
441B FERNVALE ROAD,441B,FERNVALE RD,"1.3912318, 103.87466216864996"
255 YISHUN RING ROAD,255,YISHUN RING RD,"1.434385, 103.8406769966295"
24 BALAM ROAD,24,BALAM RD,"1.3302447499999999, 103.88756665741059"
477C UPPER SERANGOON VIEW,477C,UPP SERANGOON VIEW,"Error: Road retrieved. Returned address Upper Serangoon View, Hougang, Northeast, 530476, Singapore"
192 PASIR RIS STREET 12,192,PASIR RIS ST 12,"1.3664084, 103.95899216574938"
121D SENGKANG EAST WAY,121D,SENGKANG EAST WAY,"Error: Road retrieved. Returned address Sengkang East Way, Seng Kang, Northeast, 540143, Singapore"
845 WOODLANDS STREET 82,845,WOODLANDS ST 82,"1.44277615, 103.7928181615091"
501 CHOA CHU KANG STREET 51,501,CHOA CHU KANG ST 51,"Error: Road retrieved. Returned address Choa Chu Kang Street 51, Northwest, 689333, Singapore"
320 UBI AVENUE 1,320,UBI AVE 1,"1.32875065, 103.90423372040766"
332 YISHUN RING ROAD,332,YISHUN RING RD,"Error: Road retrieved. Returned address Yishun Ring Road, Yishun, Northwest, 760413, Singapore"
658 CHOA CHU KANG CRESCENT,658,CHOA CHU KANG CRES,"Error: Road retrieved. Returned address Choa Chu Kang Crescent, Northwest, 689097, Singapore"
258 JURONG EAST STREET 24,258,JURONG EAST ST 24,"1.3437483000000001, 103.73926235277892"
107 JALAN BUKIT MERAH,107,JLN BT MERAH,"Error: Road retrieved. Returned address Jalan Bukit Merah, Radin Mas, Bukit Merah, Singapore, Central, 169545, Singapore"
436 FAJAR ROAD,436,FAJAR RD,"1.3822513, 103.77014800291971"
316 UBI AVENUE 1,316,UBI AVE 1,"1.3292865, 103.90267732032973"
354 HOUGANG AVENUE 7,354,HOUGANG AVE 7,"Error: Road retrieved. Returned address Hougang Avenue 7, Hougang, Northeast, 530377, Singapore"
419 TAMPINES STREET 41,419,TAMPINES ST 41,"1.3580366499999998, 103.9464941785362"
126 TAMPINES STREET 11,126,TAMPINES ST 11,"1.3457710999999999, 103.95034915"
683D WOODLANDS DRIVE 62,683D,WOODLANDS DR 62,"Error: Road retrieved. Returned address Woodlands Drive 62, Woodlands, Northwest, 737942, Singapore"
312C SUMANG LINK,312C,SUMANG LINK,"1.41090365, 103.9013029230459"
337 TAMPINES STREET 32,337,TAMPINES ST 32,"1.3525862499999999, 103.95982620316778"
111A DEPOT ROAD,111A,DEPOT RD,"1.2810624000000002, 103.80886507051585"
735 JURONG WEST STREET 75,735,JURONG WEST ST 75,"1.3458874, 103.7008018"
253 BANGKIT ROAD,253,BANGKIT RD,"1.3800086500000002, 103.77487807963254"
918 JURONG WEST STREET 91,918,JURONG WEST ST 91,"1.34053315, 103.68715760723464"
353A ADMIRALTY DRIVE,353A,ADMIRALTY DR,"Error: Not Singapore. Returned address Admiralty Drive, Sunset Beach, Huntington Beach, Orange County, California, 92649, United States"
296A COMPASSVALE CRESCENT,296A,COMPASSVALE CRES,"1.39721165, 103.89932571664848"
513 PASIR RIS STREET 52,513,PASIR RIS ST 52,"1.3749875999999999, 103.94348041798517"
272A PUNGGOL WALK,272A,PUNGGOL WALK,"1.4031478, 103.90065814671061"
135 SERANGOON NORTH AVENUE 2,135,SERANGOON NTH AVE 2,"Error: Road retrieved. Returned address Serangoon North Avenue 2, Serangoon, Southeast, 550151, Singapore"
226 TAMPINES STREET 23,226,TAMPINES ST 23,"1.35547125, 103.95404821737183"
672 JALAN DAMAI,672,JLN DAMAI,"1.3321624, 103.90846524387754"
106 POTONG PASIR AVENUE 1,106,POTONG PASIR AVE 1,"1.3340806, 103.86820461311706"
154 ANG MO KIO AVENUE 5,154,ANG MO KIO AVE 5,"1.3762767, 103.84123954963235"
110 BEDOK RESERVOIR ROAD,110,BEDOK RESERVOIR RD,"1.33019585, 103.91031734471434"
236 BISHAN STREET 22,236,BISHAN ST 22,"Error: Road retrieved. Returned address Bishan Street 22, Bishan, Singapore, Central, 570282, Singapore"
486 SEGAR ROAD,486,SEGAR RD,"1.3891068500000001, 103.77188246340792"
47 CIRCUIT ROAD,47,CIRCUIT RD,"1.3257588999999999, 103.88576154933332"
265 BOON LAY DRIVE,265,BOON LAY DR,"1.34575255, 103.70656413225976"
613 JURONG WEST STREET 62,613,JURONG WEST ST 62,"1.3398836, 103.70064754870702"
93 WHAMPOA DRIVE,93,WHAMPOA DR,"1.32220735, 103.85495476023728"
176C EDGEFIELD PLAINS,176C,EDGEFIELD PLAINS,"Error: Road retrieved. Returned address Edgefield Plains, Punggol, Northeast, 828850, Singapore"
770 BEDOK RESERVOIR VIEW,770,BEDOK RESERVOIR VIEW,"1.33602935, 103.93816452359518"
570 HOUGANG STREET 51,570,HOUGANG ST 51,"1.3779664999999999, 103.88820692509594"
658D JURONG WEST STREET 65,658D,JURONG WEST ST 65,"1.3371771, 103.70078134916379"
325 SEMBAWANG CRESCENT,325,SEMBAWANG CRES,"1.44454965, 103.81883359538914"
