classification,avg_distance,avg_resale_price,count
0,0.2975400309704142,405321.50295857986,338
1,0.7615424021301769,430304.5,338
2,1.1836412566502457,469738.8965517241,203
3,1.7013384240740752,314820.14814814815,108
4,2.2363170392045486,386114.1193181818,176
5,2.791552380120485,407411.3373493976,166
