classification,avg_distance,avg_resale_price,count
0,0.21477705382758644,385745.0574712644,174
1,0.7099881335555556,410246.13333333336,45
2,1.35922687785235,392374.3355704698,149
3,1.7464033229946514,347349.6604278075,374
4,2.276916677187502,396820.875,320
5,2.740861915926889,414109.1409921671,383
