classification,avg_distance,avg_resale_price,count
0,0.22590049169047607,483816.88095238095,126
1,0.7969328293994,452464.6756756757,333
2,1.2843530037593975,481806.1904761905,399
3,1.7060342359872607,401404.22929936304,314
4,2.3432350290470687,441520.9161882893,871
5,2.745338374230648,461670.54097144975,2697
