classification,avg_distance,avg_resale_price,count
0,0.31348206505813947,450209.3953488372,172
1,0.8239924277553167,465492.90425531915,940
2,1.2837424738013723,468448.4353652968,1752
3,1.724959925329153,477582.129153605,1595
4,2.238901231561824,460620.89696312364,922
5,2.738769870273229,451480.2863387978,915
