classification,avg_distance,avg_resale_price,count
0,0.2808400184160585,356072.1642335766,274
1,0.8105849859002773,440516.62603878113,361
2,1.2243851893665172,442166.3733031674,442
3,1.7744410638709724,421966.89032258064,310
4,2.1859568017142865,411474.65142857144,175
5,2.8082007793187267,387612.99756691,411
