classification,avg_distance,avg_resale_price,count
0,0.3301618985826773,447496.47244094487,127
1,0.6986980951037333,633129.3817427385,241
2,1.2831458995137746,528651.0162074554,617
3,1.7389403359514117,421964.1991902834,1235
4,2.2521114026804123,474669.45154639176,485
5,2.718904703791469,565618.4763033176,422
