block,street_name,month,town,flat_type,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,address,lat_long,distance
105,BEDOK RESERVOIR RD,2020-01,BEDOK,3 ROOM,04 TO 06,70.0,New Generation,1985,64 years 08 months,275000.0,105 BEDOK RESERVOIR ROAD,"1.32922715, 103.9090129815935",2.3716006
628,BEDOK RESERVOIR RD,2020-01,BEDOK,3 ROOM,07 TO 09,67.0,New Generation,1983,62 years 01 month,288000.0,628 BEDOK RESERVOIR ROAD,"1.3348973, 103.9150075010044",2.639482
615,BEDOK RESERVOIR RD,2020-01,BEDOK,3 ROOM,07 TO 09,68.0,New Generation,1981,60 years 04 months,280000.0,615 BEDOK RESERVOIR ROAD,"1.3323588499999999, 103.91599244405376",2.7639759
616,BEDOK RESERVOIR RD,2020-01,BEDOK,3 ROOM,04 TO 06,68.0,New Generation,1982,61 years 05 months,278000.0,616 BEDOK RESERVOIR ROAD,"1.33151275, 103.91474192856921",2.6869538
702,BEDOK RESERVOIR RD,2020-01,BEDOK,4 ROOM,04 TO 06,93.0,New Generation,1980,59 years 11 months,388000.0,702 BEDOK RESERVOIR ROAD,"1.33718775, 103.91890683065095",2.9120526
627,BEDOK RESERVOIR RD,2020-01,BEDOK,4 ROOM,10 TO 12,91.0,New Generation,1981,60 years 03 months,400000.0,627 BEDOK RESERVOIR ROAD,"1.3339533000000001, 103.91561484529242",2.704143
622,BEDOK RESERVOIR RD,2020-01,BEDOK,4 ROOM,10 TO 12,91.0,New Generation,1981,60 years 02 months,386500.0,622 BEDOK RESERVOIR ROAD,"1.33405435, 103.91685595002133",2.799196
126,BEDOK RESERVOIR RD,2020-01,BEDOK,4 ROOM,01 TO 03,89.0,Simplified,1987,66 years 03 months,380000.0,126 BEDOK RESERVOIR ROAD,"1.33273785, 103.91086890098741",2.398173
143,BEDOK RESERVOIR RD,2020-01,BEDOK,4 ROOM,01 TO 03,104.0,Model A,1987,66 years,405000.0,143 BEDOK RESERVOIR ROAD,"1.33497055, 103.91276106377518",2.4746575
110,BEDOK RESERVOIR RD,2020-01,BEDOK,4 ROOM,01 TO 03,91.0,New Generation,1985,64 years 06 months,365000.0,110 BEDOK RESERVOIR ROAD,"1.33019585, 103.91031734471434",2.4220247
