classification,avg_distance,avg_resale_price,count
0,0.3183493717119998,503357.688,875
1,0.7552695045025658,441568.28,975
2,1.2741922851522822,456107.69035532995,788
3,1.7169422004207602,461110.97896213183,713
4,2.2446447289330944,469676.8499095841,553
5,2.764036582019977,477614.0632630411,901
