classification,avg_distance,avg_resale_price,count
0,0.3567999334693874,452167.61904761905,147
1,0.8208348025482632,547052.5250965251,259
2,1.2804224546239211,490301.5499383477,811
3,1.7554984790268415,493426.3926174497,1192
4,2.2268260803996216,455908.6679352997,1051
5,2.660585216219835,430117.97705093835,746
