classification,avg_distance,avg_resale_price,count
0,0.2648558785520505,386107.738170347,317
1,0.7423288613636368,422779.9090909091,176
2,1.1267472177215196,489136.12658227846,79
3,1.7585739926380368,385427.8527607362,163
4,2.2843302393548353,382616.61935483874,155
5,2.7840121079207916,358880.3211881188,202
