classification,avg_distance,avg_resale_price,count
0,0.30849537159176,407255.32209737826,267
1,0.7523690490755014,400051.0878274268,649
2,1.1853968538095228,314684.20952380955,210
3,1.7631258727272745,423682.1287878788,132
4,2.2864735813308705,559284.3992606285,541
5,2.799943827457629,518706.97966101696,590
