classification,avg_distance,avg_resale_price,count
0,0.28154512361830825,440801.9067357513,579
1,0.6969221234686961,437664.14531302877,591
2,1.2155861122807032,503206.8771929825,285
3,1.7919168513513544,459651.982982983,999
4,2.2860433337491326,480478.4054054054,1443
5,2.7835416960689594,491734.04750344827,1450
