classification,avg_distance,avg_resale_price,count
0,0.3417373037908039,487814.0758724203,1066
1,0.7047973621150602,485000.0059221658,1182
2,1.2295792742702687,457306.427027027,925
3,1.745929388584475,470120.5901826484,876
4,2.221377888554725,435360.11518796993,1197
5,2.7498617720710143,454487.16094674554,845
