block,street_name,month,town,flat_type,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,address,lat_long,distance
550,BEDOK NTH AVE 1,2020-01,BEDOK,3 ROOM,10 TO 12,68.0,New Generation,1980,59 years 05 months,285000.0,550 BEDOK NORTH AVENUE 1,"1.3322337000000002, 103.92632329441884",1.2981436
424,BEDOK NTH AVE 1,2020-01,BEDOK,3 ROOM,07 TO 09,67.0,New Generation,1979,58 years,293000.0,424 BEDOK NORTH AVENUE 1,"1.32838355, 103.9275229615746",1.1519934
521,BEDOK NTH AVE 1,2020-01,BEDOK,3 ROOM,04 TO 06,67.0,New Generation,1979,58 years 06 months,260000.0,521 BEDOK NORTH AVENUE 1,"1.33023815, 103.92708013204543",1.2067963
418,BEDOK NTH AVE 2,2020-01,BEDOK,3 ROOM,04 TO 06,67.0,New Generation,1978,57 years 10 months,295000.0,418 BEDOK NORTH AVENUE 2,"1.3287195, 103.93000766161026",0.8787823
418,BEDOK NTH AVE 2,2020-01,BEDOK,3 ROOM,07 TO 09,82.0,New Generation,1978,57 years 10 months,310000.0,418 BEDOK NORTH AVENUE 2,"1.3287195, 103.93000766161026",0.8787823
102,BEDOK NTH AVE 4,2020-01,BEDOK,3 ROOM,07 TO 09,67.0,New Generation,1977,56 years 06 months,265000.0,102 BEDOK NORTH AVENUE 4,"1.3338812500000001, 103.93746031397716",0.26633805
105,BEDOK NTH AVE 4,2020-01,BEDOK,3 ROOM,13 TO 15,82.0,New Generation,1977,56 years 06 months,332000.0,105 BEDOK NORTH AVENUE 4,"1.3337089, 103.93656069946745",0.2945623
74,BEDOK NTH RD,2020-01,BEDOK,3 ROOM,07 TO 09,59.0,Improved,1978,57 years 01 month,235000.0,74 BEDOK NORTH ROAD,"1.3275114000000001, 103.9422840670866",0.50378066
77,BEDOK NTH RD,2020-01,BEDOK,3 ROOM,10 TO 12,60.0,Improved,1986,65 years 03 months,250000.0,77 BEDOK NORTH ROAD,"1.328667, 103.94196030658946",0.47552422
125,BEDOK NTH RD,2020-01,BEDOK,3 ROOM,07 TO 09,67.0,New Generation,1978,57 years 04 months,275000.0,125 BEDOK NORTH ROAD,"1.3288278, 103.93905302272728",0.18657263
75,BEDOK NTH RD,2020-01,BEDOK,3 ROOM,10 TO 12,59.0,Improved,1978,57 years,268000.0,75 BEDOK NORTH ROAD,"1.3278894, 103.94211844583151",0.48772025
426,BEDOK NTH RD,2020-01,BEDOK,3 ROOM,01 TO 03,67.0,New Generation,1979,58 years,262000.0,426 BEDOK NORTH ROAD,"1.32977185, 103.92899194195202",0.9946525
74,BEDOK NTH RD,2020-01,BEDOK,3 ROOM,07 TO 09,59.0,Improved,1978,57 years,237000.0,74 BEDOK NORTH ROAD,"1.3275114000000001, 103.9422840670866",0.50378066
502,BEDOK NTH ST 3,2020-01,BEDOK,3 ROOM,01 TO 03,59.0,Improved,1978,57 years 04 months,226000.0,502 BEDOK NORTH STREET 3,"1.33119695, 103.93120255038214",0.76139957
525,BEDOK NTH ST 3,2020-01,BEDOK,3 ROOM,10 TO 12,67.0,New Generation,1979,58 years 07 months,241000.0,525 BEDOK NORTH STREET 3,"1.33472795, 103.92892431436249",1.030725
540,BEDOK NTH ST 3,2020-01,BEDOK,3 ROOM,04 TO 06,68.0,New Generation,1980,59 years 06 months,245000.0,540 BEDOK NORTH STREET 3,"1.3310533, 103.92192894307725",1.7780715
509,BEDOK NTH ST 3,2020-01,BEDOK,3 ROOM,01 TO 03,67.0,New Generation,1979,58 years 08 months,238000.0,509 BEDOK NORTH STREET 3,"1.3337835, 103.9308648",0.81717706
545,BEDOK NTH ST 3,2020-01,BEDOK,3 ROOM,04 TO 06,82.0,New Generation,1980,59 years 04 months,308888.0,545 BEDOK NORTH STREET 3,"1.3299811, 103.92392410902852",1.55444
532,BEDOK NTH ST 3,2020-01,BEDOK,3 ROOM,10 TO 12,68.0,New Generation,1980,59 years 01 month,290000.0,532 BEDOK NORTH STREET 3,"1.33397915, 103.92518715710797",1.4307598
525,BEDOK NTH ST 3,2020-01,BEDOK,3 ROOM,10 TO 12,67.0,New Generation,1979,58 years 06 months,285000.0,525 BEDOK NORTH STREET 3,"1.33472795, 103.92892431436249",1.030725
536,BEDOK NTH ST 3,2020-01,BEDOK,3 ROOM,10 TO 12,82.0,New Generation,1980,59 years,328000.0,536 BEDOK NORTH STREET 3,"1.333298, 103.92297812233502",1.6699425
525,BEDOK NTH ST 3,2020-01,BEDOK,3 ROOM,01 TO 03,67.0,New Generation,1979,58 years 06 months,250000.0,525 BEDOK NORTH STREET 3,"1.33472795, 103.92892431436249",1.030725
542,BEDOK NTH ST 3,2020-01,BEDOK,3 ROOM,07 TO 09,67.0,New Generation,1985,64 years 08 months,245000.0,542 BEDOK NORTH STREET 3,"1.33059935, 103.92263093651664",1.6991726
628,BEDOK RESERVOIR RD,2020-01,BEDOK,3 ROOM,07 TO 09,67.0,New Generation,1983,62 years 01 month,288000.0,628 BEDOK RESERVOIR ROAD,"1.3348973, 103.9150075010044",2.5543385
615,BEDOK RESERVOIR RD,2020-01,BEDOK,3 ROOM,07 TO 09,68.0,New Generation,1981,60 years 04 months,280000.0,615 BEDOK RESERVOIR ROAD,"1.3323588499999999, 103.91599244405376",2.438433
704,BEDOK RESERVOIR RD,2020-01,BEDOK,3 ROOM,01 TO 03,68.0,New Generation,1981,60 years 06 months,260000.0,704 BEDOK RESERVOIR ROAD,"1.3368673, 103.9204745",1.9601338
616,BEDOK RESERVOIR RD,2020-01,BEDOK,3 ROOM,04 TO 06,68.0,New Generation,1982,61 years 05 months,278000.0,616 BEDOK RESERVOIR ROAD,"1.33151275, 103.91474192856921",2.575082
713,BEDOK RESERVOIR RD,2020-01,BEDOK,3 ROOM,04 TO 06,68.0,New Generation,1981,60 years 06 months,280000.0,713 BEDOK RESERVOIR ROAD,"1.3366234000000001, 103.92241945966447",1.746344
703,BEDOK RESERVOIR RD,2020-01,BEDOK,3 ROOM,07 TO 09,68.0,New Generation,1980,59 years 10 months,300000.0,703 BEDOK RESERVOIR ROAD,"1.3371143, 103.9199923",2.0140827
704,BEDOK RESERVOIR RD,2020-01,BEDOK,3 ROOM,07 TO 09,68.0,New Generation,1981,60 years 06 months,300000.0,704 BEDOK RESERVOIR ROAD,"1.3368673, 103.9204745",1.9601338
2,BEDOK STH AVE 1,2020-01,BEDOK,3 ROOM,13 TO 15,65.0,Improved,1976,55 years,250500.0,2 BEDOK SOUTH AVENUE 1,"1.3212585, 103.9332190782861",0.5182194
1,BEDOK STH AVE 1,2020-01,BEDOK,3 ROOM,10 TO 12,59.0,Improved,1976,55 years,243000.0,1 BEDOK SOUTH AVENUE 1,"1.32084015, 103.93373861082546",0.46308532
42,CHAI CHEE ST,2020-01,BEDOK,3 ROOM,10 TO 12,67.0,New Generation,1985,64 years 06 months,300000.0,42 CHAI CHEE STREET,"1.32792105, 103.92576412895514",1.3457097
42,CHAI CHEE ST,2020-01,BEDOK,3 ROOM,13 TO 15,67.0,New Generation,1985,64 years 06 months,280000.0,42 CHAI CHEE STREET,"1.32792105, 103.92576412895514",1.3457097
41,CHAI CHEE ST,2020-01,BEDOK,3 ROOM,07 TO 09,67.0,New Generation,1985,64 years 05 months,288000.0,41 CHAI CHEE STREET,"1.3273225, 103.92606491281293",1.3111997
29,NEW UPP CHANGI RD,2020-01,BEDOK,3 ROOM,13 TO 15,65.0,Improved,1977,56 years 04 months,292000.0,29 NEW UPPER CHANGI ROAD,"1.3239124, 103.93620465210519",0.18083455
57,NEW UPP CHANGI RD,2020-01,BEDOK,3 ROOM,07 TO 09,60.0,Improved,1985,64 years 09 months,268000.0,57 NEW UPPER CHANGI ROAD,"1.3243255, 103.9415678696042",0.41563168
507,BEDOK NTH AVE 3,2020-01,BEDOK,4 ROOM,13 TO 15,92.0,New Generation,1978,57 years 11 months,395000.0,507 BEDOK NORTH AVENUE 3,"1.33295425, 103.93258005598048",0.63057846
93,BEDOK NTH AVE 4,2020-01,BEDOK,4 ROOM,04 TO 06,92.0,New Generation,1979,58 years 06 months,335000.0,93 BEDOK NORTH AVENUE 4,"1.3328863499999999, 103.94141517481509",0.46348408
