classification,avg_distance,avg_resale_price,count
0,0.3577219605194805,563285.2467532468,77
1,0.715518726419753,458688.39506172837,243
2,1.212370979620852,563875.4312796209,211
3,1.7683172557471256,456955.3333333333,174
4,2.225918864583333,544180.5,48
5,2.8293191748299313,754383.1020408163,147
