classification,avg_distance,avg_resale_price,count
1,0.846639941462765,649257.1063829787,376
2,1.300047584390244,543168.2276422764,615
3,1.714169189589907,525343.5141955836,634
4,2.230189997488585,486368.8447488584,438
5,2.758216418688529,480103.0918032787,305
