classification,avg_distance,avg_resale_price,count
0,0.2520120472034806,453242.8955823293,747
1,0.6774161982816225,454311.7804295943,419
2,1.263761342497582,490882.6243949661,1033
3,1.7935054503989376,473938.7259042553,752
4,2.268692987395665,469500.520033389,1198
5,2.739824974074074,455146.8204508857,1242
