classification,avg_distance,avg_resale_price,count
0,0.3310373492029516,461331.2644526445,813
1,0.7467252925915063,509561.8477306003,683
2,1.2433882572019854,494332.6688741722,1208
3,1.724195539648684,449296.5947302384,797
4,2.229937946543777,393241.5483870968,217
5,2.789072047950823,409026.68032786885,244
