classification,avg_distance,avg_resale_price,count
0,0.3018943549770404,506855.4387755102,392
1,0.7991517084710749,512466.347107438,968
2,1.2796579468401457,454322.14795539033,1345
3,1.716043935141513,463682.5813679245,848
4,2.2257862452205908,382301.9411764706,272
5,2.744999717791413,469534.6564417178,326
