classification,avg_distance,avg_resale_price,count
0,0.3336212440229007,531496.4809160306,262
1,0.7938306755424966,508018.6663652803,1106
2,1.2786405602061846,445889.90927835053,970
3,1.7202969610983985,416677.5343249428,874
4,2.226430649387251,485605.4950980392,816
5,2.728994643462898,458495.00353356893,566
