classification,avg_distance,avg_resale_price,count
0,0.29038329117777767,367538.4888888889,180
1,0.6772379260416671,366526.0091666666,96
2,1.3375170852697056,421655.79253112036,482
3,1.776671220261437,462911.7254901961,153
4,2.1743971106145223,427859.343575419,358
5,2.7814305078324204,441563.5883424408,549
