classification,avg_distance,avg_resale_price,count
0,0.2681499774830189,407341.1924528302,265
1,0.8130599261079545,417290.17045454547,352
2,1.208406438121545,458790.0570902394,1086
3,1.7780786675131346,438253.54028021015,1142
4,2.1494987512681147,413011.79891304346,552
5,2.8112576517985626,457700.54676258995,139
