classification,avg_distance,avg_resale_price,count
0,0.37914831703264135,415714.0741839763,337
1,0.7211904840206192,362466.07560137456,291
2,1.273719535885169,449934.0861244019,209
3,1.737526595402301,456667.6408045977,348
4,2.304711592320817,411829.9590443686,586
5,2.723093160029937,421139.628742515,668
