classification,avg_distance,avg_resale_price,count
0,0.41072555941176486,587262.6823529411,85
1,0.702736242447917,454546.7708333333,192
2,1.3132105592696621,499235.98876404495,356
3,1.7807358777925524,436035.12632978725,752
4,2.30688427851048,465077.05352986814,1289
5,2.7300751435313355,467858.21069161926,2458
