address,block,street_name,lat_long
311 JURONG EAST STREET 32,311,JURONG EAST ST 32,"1.3476338, 103.73260034472867"
465 JURONG WEST STREET 41,465,JURONG WEST ST 41,"Error: Road retrieved. Returned address Jurong West Street 41, Jurong West, Southwest, 640478, Singapore"
105C EDGEFIELD PLAINS,105C,EDGEFIELD PLAINS,"1.3976889, 103.9055907473284"
132 RIVERVALE STREET,132,RIVERVALE ST,"Error: Not Singapore. Returned address Rivervale Street, Ormeau, Gold Coast City, Queensland, 4208, Australia"
112 LORONG 1 TOA PAYOH,112,LOR 1 TOA PAYOH,"Error: Road retrieved. Returned address Lorong 1 Toa Payoh, Toa Payoh, Singapore, Central, 313130, Singapore"
303 SHUNFU ROAD,303,SHUNFU RD,"1.3497445, 103.83868181922091"
466 CRAWFORD LANE,466,CRAWFORD LANE,"Error: Not Singapore. Returned address 466, Crawford Lane, Sullivan County, Tennessee, 37617, United States"
935 TAMPINES STREET 91,935,TAMPINES ST 91,"1.34569545, 103.94117511810038"
984A BUANGKOK LINK,984A,BUANGKOK LINK,"1.3818423, 103.8816657"
2 BEDOK SOUTH AVENUE 1,2,BEDOK STH AVE 1,"1.3212585, 103.9332190782861"
343 BUKIT BATOK STREET 34,343,BT BATOK ST 34,"1.3624054499999998, 103.74918698240441"
661B JURONG WEST STREET 64,661B,JURONG WEST ST 64,"1.3358832999999999, 103.70556483095231"
661D JURONG WEST STREET 64,661D,JURONG WEST ST 64,"1.33653465, 103.70461196694787"
413 BEDOK NORTH AVENUE 2,413,BEDOK NTH AVE 2,"1.33027615, 103.93109075"
190 BISHAN STREET 13,190,BISHAN ST 13,"1.3505308999999999, 103.85204999215668"
518 PASIR RIS STREET 52,518,PASIR RIS ST 52,"1.3742119499999998, 103.94483341258993"
217 PASIR RIS STREET 21,217,PASIR RIS ST 21,"1.3694501, 103.96088816811829"
438A SENGKANG WEST AVENUE,438A,SENGKANG WEST AVE,"1.3927803, 103.87741416239349"
79B TOA PAYOH CENTRAL,79B,TOA PAYOH CTRL,"1.3346578, 103.84816089390364"
224 LORONG 8 TOA PAYOH,224,LOR 8 TOA PAYOH,"Error: Road retrieved. Returned address Lorong 8 Toa Payoh, Toa Payoh, Singapore, Central, 310229, Singapore"
137 MARSILING ROAD,137,MARSILING RD,"1.4384161999999998, 103.7770961562982"
642 BEDOK RESERVOIR ROAD,642,BEDOK RESERVOIR RD,"1.3313418000000001, 103.90551952997446"
489C CHOA CHU KANG AVENUE 5,489C,CHOA CHU KANG AVE 5,"1.3760887, 103.73957133193804"
283 TAMPINES STREET 22,283,TAMPINES ST 22,"1.3487608999999998, 103.9523708888864"
719 YISHUN STREET 71,719,YISHUN ST 71,"1.4268483, 103.82911577043325"
671A JURONG WEST STREET 65,671A,JURONG WEST ST 65,"1.3440845499999998, 103.70251803005183"
526 SERANGOON NORTH AVENUE 4,526,SERANGOON NTH AVE 4,"Error: Road retrieved. Returned address Serangoon North Avenue 4, Ang Mo Kio Industrial Park 2, Serangoon North, Singapore, Central, 555859, Singapore"
277 CHOA CHU KANG AVENUE 2,277,CHOA CHU KANG AVE 2,"1.379978, 103.74476161014005"
184 YUNG SHENG ROAD,184,YUNG SHENG RD,"Error: Road retrieved. Returned address Yung Sheng Road, Taman Jurong, Jurong West, Southwest, 618499, Singapore"
482 ADMIRALTY LINK,482,ADMIRALTY LINK,"Error: Road retrieved. Returned address Admiralty Link, Sembawang, Northwest, 757521, Singapore"
257A COMPASSVALE ROAD,257A,COMPASSVALE RD,"1.3924873, 103.89744777076373"
515C TAMPINES CENTRAL 7,515C,TAMPINES CTRL 7,"1.3569589, 103.93901698779192"
254 YISHUN RING ROAD,254,YISHUN RING RD,"1.43466925, 103.84055258054795"
156 ANG MO KIO AVENUE 4,156,ANG MO KIO AVE 4,"1.3755022499999998, 103.83995684140612"
154 YUNG HO ROAD,154,YUNG HO RD,"1.3271024, 103.722005"
130 EDGEDALE PLAINS,130,EDGEDALE PLAINS,"Error: Road retrieved. Returned address Edgedale Plains, Punggol, Northeast, 828867, Singapore"
265 BISHAN STREET 24,265,BISHAN ST 24,"1.3584732, 103.84217804371795"
113 PENDING ROAD,113,PENDING RD,"Error: Road retrieved. Returned address Pending Road, Bukit Panjang, Northwest, 670129, Singapore"
887 TAMPINES STREET 81,887,TAMPINES ST 81,"1.35036355, 103.93210824057869"
723 WOODLANDS AVENUE 6,723,WOODLANDS AVE 6,"Error: Road retrieved. Returned address Woodlands Avenue 6, Woodlands, Northwest, 737858, Singapore"
267 YISHUN STREET 22,267,YISHUN ST 22,"1.4370224999999999, 103.83932620735116"
271C JURONG WEST STREET 24,271C,JURONG WEST ST 24,"1.3501474, 103.7043201646382"
195B PUNGGOL ROAD,195B,PUNGGOL RD,"1.4013896, 103.90647079728137"
95C HENDERSON ROAD,95C,HENDERSON RD,"Error: Not Singapore. Returned address 95, Henderson Road, Henderson, Webster County, Missouri, 65742, United States"
688 JURONG WEST CENTRAL 1,688,JURONG WEST CTRL 1,"1.34103875, 103.70541303465549"
167B SIMEI LANE,167B,SIMEI LANE,"1.3431452, 103.95956352890937"
16 EUNOS CRESCENT,16,EUNOS CRES,"1.3229997500000001, 103.90452154560245"
140 LORONG AH SOO,140,LOR AH SOO,"1.3524953499999999, 103.88374515000001"
804 KING GEORGE'S AVENUE,804,KING GEORGE'S AVE,"Error: Road retrieved. Returned address King George's Avenue, Kallang, Singapore, Central, 200803, Singapore"
650 HOUGANG AVENUE 8,650,HOUGANG AVE 8,"Error: Road retrieved. Returned address Hougang Avenue 8, Hougang, Northeast, 530631, Singapore"
444 SIN MING AVENUE,444,SIN MING AVE,"Error: Road retrieved. Returned address Sin Ming Avenue, Bishan, Singapore, Central, 579646, Singapore"
689B CHOA CHU KANG DRIVE,689B,CHOA CHU KANG DR,"Error: Road retrieved. Returned address Choa Chu Kang Drive, Choa Chu Kang, Southwest, 689717, Singapore"
17 BEACH ROAD,17,BEACH RD,"Error: Not Singapore. Returned address 17, Beach Road, Jackman, Somerset County, Maine, 04945, United States"
108C MCNAIR ROAD,108C,MCNAIR RD,"1.31977, 103.85964024666566"
510 PASIR RIS STREET 52,510,PASIR RIS ST 52,"1.37561215, 103.94457069724515"
101 RIVERVALE WALK,101,RIVERVALE WALK,"1.38268395, 103.89934685314518"
506 BEDOK NORTH AVENUE 3,506,BEDOK NTH AVE 3,"1.332128, 103.93372090427377"
288 BISHAN STREET 24,288,BISHAN ST 24,"1.3569258, 103.84513317022387"
230 BUKIT BATOK EAST AVENUE 3,230,BT BATOK EAST AVE 3,"1.34779815, 103.7548284487232"
470B UPPER SERANGOON CRESCENT,470B,UPP SERANGOON CRES,"Error: Road retrieved. Returned address Upper Serangoon Crescent, Hougang, Northeast, 537475, Singapore"
8 SAINT GEORGE'S LANE,8,ST. GEORGE'S LANE,"1.32357955, 103.85990889225864"
681 RACE COURSE ROAD,681,RACE COURSE RD,"Error: Not Singapore. Returned address 681, Race Course Road, Warrenton, Fauquier County, Virginia, 20186, United States"
503B CANBERRA LINK,503B,CANBERRA LINK,"1.45053225, 103.82215585030553"
152 LORONG 2 TOA PAYOH,152,LOR 2 TOA PAYOH,"1.3341385, 103.8459217017298"
153 LORONG 2 TOA PAYOH,153,LOR 2 TOA PAYOH,"1.33359705, 103.84571834430105"
207A PUNGGOL PLACE,207A,PUNGGOL PL,"1.4003559, 103.9009703340439"
267 BISHAN STREET 24,267,BISHAN ST 24,"1.3574528, 103.84301217382588"
26 NEW UPPER CHANGI ROAD,26,NEW UPP CHANGI RD,"1.3233043, 103.93421565"
232 JURONG EAST STREET 21,232,JURONG EAST ST 21,"1.3399244000000001, 103.74071666615535"
96 WHAMPOA DRIVE,96,WHAMPOA DR,"Error: Road retrieved. Returned address Whampoa Drive, Novena, Singapore, Central, 320029, Singapore"
310C PUNGGOL WALK,310C,PUNGGOL WALK,"1.40970185, 103.89986120312894"
31 MARINE CRESCENT,31,MARINE CRES,"1.30373625, 103.91143827379193"
707 BEDOK NORTH ROAD,707,BEDOK NTH RD,"1.3354687, 103.91927329556799"
677B JURONG WEST STREET 64,677B,JURONG WEST ST 64,"1.3454158999999999, 103.70449919032663"
227 YISHUN STREET 21,227,YISHUN ST 21,"Error: Road retrieved. Returned address Yishun Street 21, Yishun, Northwest, 768610, Singapore"
837 JURONG WEST STREET 81,837,JURONG WEST ST 81,"1.3431001, 103.69291158087117"
530 WOODLANDS DRIVE 14,530,WOODLANDS DR 14,"Error: Road retrieved. Returned address Woodlands Drive 14, Fragrant Woods, Woodlands, Northwest, 738079, Singapore"
6 TELOK BLANGAH CRESCENT,6,TELOK BLANGAH CRES,"1.2781144, 103.81848295"
42 SIMS DRIVE,42,SIMS DR,"1.3168001, 103.87621748517618"
337 HOUGANG AVENUE 7,337,HOUGANG AVE 7,"Error: Road retrieved. Returned address Hougang Avenue 7, Hougang, Northeast, 530377, Singapore"
322 WOODLANDS STREET 32,322,WOODLANDS ST 32,"1.43149315, 103.77890112630891"
527 CHOA CHU KANG STREET 51,527,CHOA CHU KANG ST 51,"Error: Road retrieved. Returned address Choa Chu Kang Street 51, Northwest, 689333, Singapore"
233 YISHUN STREET 21,233,YISHUN ST 21,"Error: Road retrieved. Returned address Yishun Street 21, Yishun, Northwest, 768610, Singapore"
29 NEW UPPER CHANGI ROAD,29,NEW UPP CHANGI RD,"1.3239124, 103.93620465210519"
104A DEPOT ROAD,104A,DEPOT RD,"1.28041685, 103.81253013894946"
249 CHOA CHU KANG AVENUE 2,249,CHOA CHU KANG AVE 2,"1.3796053499999998, 103.7452426289266"
463C SEMBAWANG DRIVE,463C,SEMBAWANG DR,"1.4561723999999998, 103.81437923358388"
342 WOODLANDS AVENUE 1,342,WOODLANDS AVE 1,"Error: Road retrieved. Returned address Woodlands Avenue 1, Woodlands, Northwest, 739069, Singapore"
345 YISHUN AVENUE 11,345,YISHUN AVE 11,"Error: Road retrieved. Returned address Yishun Avenue 11, Yishun, Northwest, 760413, Singapore"
662 YISHUN AVENUE 4,662,YISHUN AVE 4,"1.420404, 103.84042359091026"
374 CLEMENTI AVENUE 4,374,CLEMENTI AVE 4,"Error: Road retrieved. Returned address Clementi Avenue 4, Clementi, Southwest, 120308, Singapore"
607 HOUGANG AVENUE 4,607,HOUGANG AVE 4,"Error: Road retrieved. Returned address Hougang Avenue 4, Hougang, Northeast, 530682, Singapore"
46 MARINE CRESCENT,46,MARINE CRES,"1.3051251499999998, 103.91266153847155"
350C CANBERRA ROAD,350C,CANBERRA RD,"Error: Not Singapore. Returned address Canberra Road, London Borough of Newham, London, Greater London, England, E6 2RW, United Kingdom"
850 TAMPINES STREET 82,850,TAMPINES ST 82,"1.3530405, 103.93595230671392"
114 YISHUN RING ROAD,114,YISHUN RING RD,"Error: Road retrieved. Returned address Yishun Ring Road, Yishun, Northwest, 760413, Singapore"
700C ANG MO KIO AVENUE 6,700C,ANG MO KIO AVE 6,"1.3695140000000001, 103.84652245512065"
53 NEW UPPER CHANGI ROAD,53,NEW UPP CHANGI RD,"1.3243167, 103.94246191101837"
316 BUKIT BATOK STREET 32,316,BT BATOK ST 32,"1.36057285, 103.74708244120214"
220 PETIR ROAD,220,PETIR RD,"1.37453585, 103.77282081847052"
621 CHOA CHU KANG STREET 62,621,CHOA CHU KANG ST 62,"Error: Road retrieved. Returned address Choa Chu Kang Street 62, Northwest, 680627, Singapore"
415 JURONG WEST STREET 42,415,JURONG WEST ST 42,"1.35285205, 103.72488922618459"
494E TAMPINES STREET 43,494E,TAMPINES ST 43,"1.3641323, 103.95370642500001"
334 WOODLANDS STREET 32,334,WOODLANDS ST 32,"1.4300619, 103.78048403798846"
432 HOUGANG AVENUE 6,432,HOUGANG AVE 6,"1.3762124, 103.89306099802508"
683 TESSENSOHN ROAD,683,TESSENSOHN RD,"1.3146262, 103.8562822"
745 WOODLANDS CIRCLE,745,WOODLANDS CIRCLE,"Error: Not Singapore. Returned address 745, Woodlands Circle, Woodlands, Cumberland County, Tennessee, 38571, United States"
457 ANG MO KIO AVENUE 10,457,ANG MO KIO AVE 10,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 10, Ang Mo Kio, Singapore, Central, 560449, Singapore"
407 CHOA CHU KANG AVENUE 3,407,CHOA CHU KANG AVE 3,"1.3802856000000001, 103.74104495575543"
504A MONTREAL DRIVE,504A,MONTREAL DR,"1.4513975000000001, 103.82379779079145"
50 HAVELOCK ROAD,50,HAVELOCK RD,"Error: Not Singapore. Returned address 50, Havelock Road, Sidley, Bexhill-on-Sea, Rother, East Sussex, South East, England, TN39 4AH, United Kingdom"
124B BUKIT MERAH VIEW,124B,BT MERAH VIEW,"Error: Road retrieved. Returned address Bukit Merah View, Bukit Merah, Singapore, Central, 159682, Singapore"
80A TELOK BLANGAH STREET 31,80A,TELOK BLANGAH ST 31,"1.2736569, 103.80656804316428"
238 JURONG EAST STREET 21,238,JURONG EAST ST 21,"1.34069105, 103.7406027044749"
463 CRAWFORD LANE,463,CRAWFORD LANE,"Error: Not Singapore. Returned address 463, Crawford Lane, Frankfort, Ross County, Ohio, 45628, United States"
738 PASIR RIS DRIVE 10,738,PASIR RIS DR 10,"1.3790719999999999, 103.93642281091064"
648A JURONG WEST STREET 61,648A,JURONG WEST ST 61,"1.33842565, 103.69754931833177"
53 CHAI CHEE STREET,53,CHAI CHEE ST,"1.32845875, 103.920005347961"
476 JURONG WEST STREET 41,476,JURONG WEST ST 41,"1.34768995, 103.72422185232875"
316D PUNGGOL WAY,316D,PUNGGOL WAY,"1.4087687500000001, 103.89681909997137"
555 HOUGANG STREET 51,555,HOUGANG ST 51,"1.37946085, 103.88955979868054"
501 ANG MO KIO AVENUE 5,501,ANG MO KIO AVE 5,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 5, Ang Mo Kio, Singapore, Central, 569948, Singapore"
652 SENJA LINK,652,SENJA LINK,"Error: Road retrieved. Returned address Senja Link, Bukit Panjang, Northwest, 670631, Singapore"
441B CLEMENTI AVENUE 3,441B,CLEMENTI AVE 3,"Error: Road retrieved. Returned address Clementi Avenue 3, Clementi, Southwest, 120443, Singapore"
411 JURONG WEST STREET 42,411,JURONG WEST ST 42,"1.35371215, 103.72524810376177"
138B YUAN CHING ROAD,138B,YUAN CHING RD,"1.328328, 103.72477"
354A ADMIRALTY DRIVE,354A,ADMIRALTY DR,"Error: Not Singapore. Returned address Admiralty Drive, Sunset Beach, Huntington Beach, Orange County, California, 92649, United States"
194 RIVERVALE DRIVE,194,RIVERVALE DR,"1.39283815, 103.90153585150432"
157D RIVERVALE CRESCENT,157D,RIVERVALE CRES,"1.3881353, 103.90774946355306"
329 SERANGOON AVENUE 3,329,SERANGOON AVE 3,"1.349869, 103.86876233908026"
232A SERANGOON AVENUE 2,232A,SERANGOON AVE 2,"1.35433855, 103.86842707771481"
807 TAMPINES AVENUE 4,807,TAMPINES AVE 4,"1.3458673, 103.93603999044643"
348C YISHUN AVENUE 11,348C,YISHUN AVE 11,"1.4271139000000002, 103.84222500941428"
859 YISHUN AVENUE 4,859,YISHUN AVE 4,"Error: Road retrieved. Returned address Yishun Avenue 4, Yishun, Northwest, 761672, Singapore"
