classification,avg_distance,avg_resale_price,count
0,0.27649206557446837,523026.2978723404,235
1,0.6586232197196265,468444.6355140187,107
2,1.3164611989795911,565186.1224489796,98
3,1.7640108538834922,662701.5339805825,206
4,2.3099366313953484,518247.25581395347,86
5,2.8001962537267078,533662.5248447205,322
