classification,avg_distance,avg_resale_price,count
0,0.35605114179123726,524793.4381443299,388
1,0.7733477663992541,487580.1305970149,536
2,1.2077533691252156,581624.7907375643,583
3,1.80980521177419,433224.93548387097,620
4,2.2651410030494246,454741.5215562566,951
5,2.7571375702564036,457516.5569230769,975
