classification,avg_distance,avg_resale_price,count
0,0.27466167378282863,451662.2727272727,198
1,0.757690216988636,383055.04545454547,176
2,1.2935814313099037,387868.8877955271,313
3,1.7296147441340757,370702.88268156425,179
4,2.3816007976744173,365393.4186046512,172
5,2.6942889096109766,434075.6338672769,437
