classification,avg_distance,avg_resale_price,count
0,0.4147610611538462,359499.5576923077,52
1,0.795988961034484,494717.1696551724,725
2,1.2284590831341284,494194.9203187251,753
3,1.7794262745803364,492313.3669064748,834
4,2.2177115567567482,485999.3706810811,925
5,2.78945268482689,419814.57026476576,982
