classification,avg_distance,avg_resale_price,count
0,0.3474357456551724,414147.2,145
1,0.8293608802184053,399626.46177847113,641
2,1.2645815738882598,437153.37628278224,877
3,1.7474314484988458,414250.29792147805,433
4,2.243555665405403,424440.55945945944,370
5,2.7583852340673483,441275.59196891193,772
