classification,avg_distance,avg_resale_price,count
0,0.29100212675925924,334061.6148148148,270
1,0.719871983870056,380880.0423728814,354
2,1.29938033746898,431653.1315136476,403
3,1.7306917331564964,403940.10875331564,377
4,2.2841108455830437,588266.7561837456,283
5,2.8364671773109227,559455.7983193278,357
