address,block,street_name,lat_long
626 SENJA ROAD,626,SENJA RD,"Error: Road retrieved. Returned address Senja Road, Bukit Panjang, Northwest, 677741, Singapore"
121 BEDOK RESERVOIR ROAD,121,BEDOK RESERVOIR RD,"1.331313, 103.909971"
610 CHOA CHU KANG STREET 62,610,CHOA CHU KANG ST 62,"Error: Road retrieved. Returned address Choa Chu Kang Street 62, Northwest, 680627, Singapore"
137 LORONG AH SOO,137,LOR AH SOO,"Error: Road retrieved. Returned address Lorong Ah Soo, Hougang, Northeast, 530129, Singapore"
326 ANG MO KIO AVENUE 3,326,ANG MO KIO AVE 3,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 3, Ang Mo Kio, Singapore, Central, 560564, Singapore"
149 BISHAN STREET 11,149,BISHAN ST 11,"1.34408795, 103.85589326309932"
19 LIM LIAK STREET,19,LIM LIAK ST,"1.2855036, 103.83259705"
50 SIMS DRIVE,50,SIMS DR,"1.3164892, 103.87841254111001"
137 TECK WHYE LANE,137,TECK WHYE LANE,"1.3799177999999999, 103.75275188455873"
632 BEDOK RESERVOIR ROAD,632,BEDOK RESERVOIR RD,"1.3325325, 103.9141909"
9 PINE CLOSE,9,PINE CL,"Error: Not Singapore. Returned address 9, Pine Close, Eaton, Norwich, Norfolk, East of England, England, NR4 7PU, United Kingdom"
316C PUNGGOL WAY,316C,PUNGGOL WAY,"1.40894515, 103.89728150806451"
36 BEO CRESCENT,36,BEO CRES,"1.2883027, 103.8271796"
90 BEDOK NORTH STREET 4,90,BEDOK NTH ST 4,"Error: Road retrieved. Returned address Bedok North Street 4, Bedok, Southeast, 460097, Singapore"
340 JURONG EAST AVENUE 1,340,JURONG EAST AVE 1,"1.3502402999999998, 103.73065741279243"
40 CHAI CHEE AVENUE,40,CHAI CHEE AVE,"Error: Road retrieved. Returned address Chai Chee Avenue, Ansar Garden, Bedok, Southeast, 461029, Singapore"
333 BUKIT BATOK STREET 32,333,BT BATOK ST 32,"1.36416545, 103.74781485332602"
524C PASIR RIS STREET 51,524C,PASIR RIS ST 51,"1.3706288, 103.94756587724135"
615C EDGEFIELD PLAINS,615C,EDGEFIELD PLAINS,"Error: Road retrieved. Returned address Edgefield Plains, Punggol, Northeast, 828850, Singapore"
108 RIVERVALE WALK,108,RIVERVALE WALK,"1.3828958, 103.89975063364588"
433A SENGKANG WEST WAY,433A,SENGKANG WEST WAY,"1.3948505, 103.8775896766819"
601 WOODLANDS DRIVE 42,601,WOODLANDS DR 42,"Error: Road retrieved. Returned address Woodlands Drive 42, Woodlands, Northwest, 730888, Singapore"
137 YISHUN RING ROAD,137,YISHUN RING RD,"1.4316505, 103.8298906600704"
708 CHOA CHU KANG STREET 53,708,CHOA CHU KANG ST 53,"Error: Road retrieved. Returned address Choa Chu Kang Street 53, Northwest, 689189, Singapore"
413 HOUGANG AVENUE 10,413,HOUGANG AVE 10,"1.3745694, 103.89562040836302"
898A TAMPINES STREET 81,898A,TAMPINES ST 81,"1.34660265, 103.93459479311052"
689A WOODLANDS DRIVE 75,689A,WOODLANDS DR 75,NONE
308B ANG MO KIO AVENUE 1,308B,ANG MO KIO AVE 1,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 1, Ang Mo Kio, Singapore, Central, 560218, Singapore"
402 ANG MO KIO AVENUE 10,402,ANG MO KIO AVE 10,"1.36145895, 103.8553229500541"
348 BUKIT BATOK STREET 34,348,BT BATOK ST 34,"1.3621126000000001, 103.75063794532883"
106 BUKIT PURMEI ROAD,106,BT PURMEI RD,"1.2729243499999998, 103.82562375500262"
24 TELOK BLANGAH CRESCENT,24,TELOK BLANGAH CRES,"1.27538745, 103.82064366028374"
530 CHOA CHU KANG STREET 51,530,CHOA CHU KANG ST 51,"Error: Road retrieved. Returned address Choa Chu Kang Street 51, Northwest, 689333, Singapore"
421 HOUGANG AVENUE 10,421,HOUGANG AVE 10,"1.37539645, 103.89469190748073"
936 HOUGANG STREET 92,936,HOUGANG ST 92,"Error: Road retrieved. Returned address Hougang Street 92, Hougang, Northeast, 530943, Singapore"
533 HOUGANG AVENUE 6,533,HOUGANG AVE 6,"Error: Road retrieved. Returned address Hougang Avenue 6, Hougang, Northeast, 538787, Singapore"
808 WOODLANDS STREET 81,808,WOODLANDS ST 81,"Error: Road retrieved. Returned address Woodlands St 81, Woodlands, Northwest, 738525, Singapore"
534 BUKIT BATOK STREET 51,534,BT BATOK ST 51,"1.3559017, 103.75067194673503"
471C FERNVALE STREET,471C,FERNVALE ST,"Error: Not Singapore. Returned address Fernvale Street, Sydenham, County Down, Northern Ireland, BT4 1QE, United Kingdom"
220 PASIR RIS STREET 21,220,PASIR RIS ST 21,"1.3698717500000002, 103.96166969180207"
30 HOLLAND CLOSE,30,HOLLAND CL,"1.3077410500000002, 103.79671778125902"
422 BEDOK NORTH ROAD,422,BEDOK NTH RD,"Error: Road retrieved. Returned address Bedok North Road, Bedok, Southeast, 460401, Singapore"
642 HOUGANG AVENUE 8,642,HOUGANG AVE 8,"Error: Road retrieved. Returned address Hougang Avenue 8, Hougang, Northeast, 530631, Singapore"
670A JURONG WEST STREET 65,670A,JURONG WEST ST 65,"1.3441852, 103.7026995327962"
103 ANG MO KIO AVENUE 3,103,ANG MO KIO AVE 3,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 3, Ang Mo Kio, Singapore, Central, 560564, Singapore"
505 ANG MO KIO AVENUE 8,505,ANG MO KIO AVE 8,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 8, Ang Mo Kio, Singapore, Central, 569843, Singapore"
338 UBI AVENUE 1,338,UBI AVE 1,"1.32616425, 103.90216178147097"
205 JURONG EAST STREET 21,205,JURONG EAST ST 21,"1.33753185, 103.74303517434365"
206 TAMPINES STREET 21,206,TAMPINES ST 21,"1.3509807, 103.95263882271774"
486A TAMPINES AVENUE 9,486A,TAMPINES AVE 9,"1.3596732999999999, 103.95736783859293"
51 CIRCUIT ROAD,51,CIRCUIT RD,"1.32451795, 103.885526"
560 HOUGANG STREET 51,560,HOUGANG ST 51,"Error: Road retrieved. Returned address Hougang Street 51, Hougang, Northeast, 530699, Singapore"
683B JURONG WEST CENTRAL 1,683B,JURONG WEST CTRL 1,"Error: Road retrieved. Returned address Jurong West Central 1, Jurong West, Southwest, 640686, Singapore"
185 PASIR RIS STREET 11,185,PASIR RIS ST 11,"1.3656073, 103.96012521597456"
852 TAMPINES STREET 82,852,TAMPINES ST 82,"1.3526820000000002, 103.93647877867932"
681D WOODLANDS DRIVE 62,681D,WOODLANDS DR 62,"1.4399781, 103.803576527469"
666 HOUGANG AVENUE 4,666,HOUGANG AVE 4,"1.3738003, 103.88490638088149"
195C PUNGGOL ROAD,195C,PUNGGOL RD,"Error: Road retrieved. Returned address Punggol Road, Punggol, Northeast, 820198, Singapore"
427 ANG MO KIO AVENUE 3,427,ANG MO KIO AVE 3,"1.3692957, 103.85457673982793"
115 BEDOK RESERVOIR ROAD,115,BEDOK RESERVOIR RD,"1.33068155, 103.90881655030253"
471 SEGAR ROAD,471,SEGAR RD,"Error: Road retrieved. Returned address Segar Road, Bukit Panjang, Northwest, 677738, Singapore"
636 JURONG WEST STREET 65,636,JURONG WEST ST 65,"1.3422124, 103.69789079160586"
228 LORONG 8 TOA PAYOH,228,LOR 8 TOA PAYOH,"1.33916035, 103.85882207468254"
316B YISHUN AVENUE 9,316B,YISHUN AVE 9,"Error: Road retrieved. Returned address Yishun Avenue 9, Yishun, Northwest, 760246, Singapore"
638 YISHUN STREET 61,638,YISHUN ST 61,"1.42024175, 103.83856339178041"
19 MARINE TERRACE,19,MARINE TER,"1.3045459, 103.91505038152879"
761 PASIR RIS STREET 71,761,PASIR RIS ST 71,"1.37629795, 103.93380842912191"
528 SERANGOON NORTH AVENUE 4,528,SERANGOON NTH AVE 4,"Error: Road retrieved. Returned address Serangoon North Avenue 4, Ang Mo Kio Industrial Park 2, Serangoon North, Singapore, Central, 555859, Singapore"
251 KIM KEAT LINK,251,KIM KEAT LINK,"1.3317991, 103.85696188168878"
777 WOODLANDS CRESCENT,777,WOODLANDS CRES,"Error: Road retrieved. Returned address Woodlands Crescent, Woodlands, Northwest, 733783, Singapore"
628B WOODLANDS RING ROAD,628B,WOODLANDS RING RD,"1.4345086500000002, 103.80044599071454"
619 CHOA CHU KANG NORTH 7,619,CHOA CHU KANG NTH 7,"Error: Road retrieved. Returned address Choa Chu Kang North 7, Northwest, 681672, Singapore"
350A CANBERRA ROAD,350A,CANBERRA RD,"1.4505682000000002, 103.82063415"
242 KIM KEAT LINK,242,KIM KEAT LINK,"1.33014155, 103.85560940803256"
548 HOUGANG STREET 51,548,HOUGANG ST 51,"Error: Road retrieved. Returned address Hougang Street 51, Hougang, Northeast, 530699, Singapore"
142 BEDOK RESERVOIR ROAD,142,BEDOK RESERVOIR RD,"1.335625, 103.9132024948585"
323 BUKIT BATOK STREET 33,323,BT BATOK ST 33,"1.3616, 103.7482272"
549B SEGAR ROAD,549B,SEGAR RD,"1.38981365, 103.7677248595521"
278 CHOA CHU KANG AVENUE 3,278,CHOA CHU KANG AVE 3,"1.3800915, 103.74350320646478"
528 HOUGANG AVENUE 6,528,HOUGANG AVE 6,"Error: Road retrieved. Returned address Hougang Avenue 6, Hougang, Northeast, 538787, Singapore"
159 WOODLANDS STREET 13,159,WOODLANDS ST 13,"Error: Road retrieved. Returned address Woodlands Street 13, Woodlands, Northwest, 738623, Singapore"
155 WOODLANDS STREET 13,155,WOODLANDS ST 13,"Error: Road retrieved. Returned address Woodlands Street 13, Woodlands, Northwest, 738623, Singapore"
353 BUKIT BATOK STREET 34,353,BT BATOK ST 34,"1.36172065, 103.74984800955355"
842 WOODLANDS STREET 82,842,WOODLANDS ST 82,"1.44347175, 103.7925191124161"
54 NEW UPPER CHANGI ROAD,54,NEW UPP CHANGI RD,"1.3248408500000002, 103.94257963774743"
544 CHOA CHU KANG STREET 52,544,CHOA CHU KANG ST 52,"Error: Road retrieved. Returned address Choa Chu Kang Street 52, Northwest, 689286, Singapore"
470 JURONG WEST STREET 41,470,JURONG WEST ST 41,"1.3480558, 103.72123974445041"
55 GEYLANG BAHRU,55,GEYLANG BAHRU,"1.32406885, 103.868639562058"
298B COMPASSVALE STREET,298B,COMPASSVALE ST,"Error: Road retrieved. Returned address Compassvale Street, Seng Kang, Northeast, 540294, Singapore"
291A COMPASSVALE STREET,291A,COMPASSVALE ST,"1.39571895, 103.8977907080234"
321 TAMPINES STREET 33,321,TAMPINES ST 33,"1.3508474499999998, 103.95769711716355"
145 WOODLANDS STREET 13,145,WOODLANDS ST 13,"1.43610095, 103.77324105"
95 HAVELOCK ROAD,95,HAVELOCK RD,"Error: Not Singapore. Returned address 95, Havelock Road, Havelock, Richmond County, Virginia, 22572, United States"
376C HOUGANG STREET 32,376C,HOUGANG ST 32,"1.364147, 103.89374123331366"
466 PASIR RIS STREET 41,466,PASIR RIS ST 41,"1.3731294, 103.9581603669446"
192 BISHAN STREET 13,192,BISHAN ST 13,"1.3489737499999999, 103.85131185"
664 CHOA CHU KANG CRESCENT,664,CHOA CHU KANG CRES,"Error: Road retrieved. Returned address Choa Chu Kang Crescent, Northwest, 689097, Singapore"
407 PASIR RIS DRIVE 6,407,PASIR RIS DR 6,"1.3736403, 103.95453454686545"
415 SEMBAWANG DRIVE,415,SEMBAWANG DR,"Error: Road retrieved. Returned address Sembawang Drive, Sembawang, Northwest, 757632, Singapore"
628 PASIR RIS DRIVE 3,628,PASIR RIS DR 3,"1.37915695, 103.94128326254096"
293C COMPASSVALE CRESCENT,293C,COMPASSVALE CRES,"1.39714485, 103.89542195317567"
203 YISHUN STREET 21,203,YISHUN ST 21,"Error: Road retrieved. Returned address Yishun Street 21, Yishun, Northwest, 768610, Singapore"
96B HENDERSON ROAD,96B,HENDERSON RD,"Error: Not Singapore. Returned address 96, Henderson Road, Henderson, Webster County, Missouri, 65742, United States"
523 WOODLANDS DRIVE 14,523,WOODLANDS DR 14,"Error: Road retrieved. Returned address Woodlands Drive 14, Fragrant Woods, Woodlands, Northwest, 738079, Singapore"
742 BEDOK RESERVOIR ROAD,742,BEDOK RESERVOIR RD,"1.3378811, 103.9220469"
101 ANG MO KIO AVENUE 3,101,ANG MO KIO AVE 3,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 3, Ang Mo Kio, Singapore, Central, 560564, Singapore"
77 BEDOK NORTH ROAD,77,BEDOK NTH RD,"1.328667, 103.94196030658946"
119 BEDOK NORTH ROAD,119,BEDOK NTH RD,"1.3301924, 103.93868668771022"
702 HOUGANG AVENUE 2,702,HOUGANG AVE 2,"1.3658150500000001, 103.88968873008474"
482 PASIR RIS DRIVE 4,482,PASIR RIS DR 4,"1.37379355, 103.95972645"
296 PUNGGOL CENTRAL,296,PUNGGOL CTRL,"Error: Road retrieved. Returned address Punggol Central, Punggol, Northeast, 821256, Singapore"
309D ANCHORVALE ROAD,309D,ANCHORVALE RD,"1.39076085, 103.8855710327449"
34 BEDOK SOUTH AVENUE 2,34,BEDOK STH AVE 2,"1.32203725, 103.93833085095972"
408 SIN MING AVENUE,408,SIN MING AVE,"1.3633312499999999, 103.83479825"
448 CHOA CHU KANG AVENUE 4,448,CHOA CHU KANG AVE 4,"1.38021145, 103.7373900388055"
247 COMPASSVALE ROAD,247,COMPASSVALE RD,"1.39201935, 103.8994037040664"
612 YISHUN STREET 61,612,YISHUN ST 61,"Error: Road retrieved. Returned address Yishun Street 61, Nee Soon Central Meadows, Yishun, Northwest, 768548, Singapore"
548 BEDOK NORTH AVENUE 1,548,BEDOK NTH AVE 1,"1.33129105, 103.92688264364844"
609 CHOA CHU KANG STREET 62,609,CHOA CHU KANG ST 62,"Error: Road retrieved. Returned address Choa Chu Kang Street 62, Northwest, 680627, Singapore"
546C SEGAR ROAD,546C,SEGAR RD,"1.38897975, 103.76938391305555"
237 COMPASSVALE WALK,237,COMPASSVALE WALK,"1.38988355, 103.8986011225847"
636 ANG MO KIO AVENUE 6,636,ANG MO KIO AVE 6,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 6, Ang Mo Kio, Singapore, Central, 569845, Singapore"
485D CHOA CHU KANG AVENUE 5,485D,CHOA CHU KANG AVE 5,"1.37527385, 103.7388052214743"
430 HOUGANG AVENUE 6,430,HOUGANG AVE 6,"1.37548725, 103.89342297520798"
3B UPPER BOON KENG ROAD,3B,UPP BOON KENG RD,"1.3141841, 103.87266914096517"
243 SIMEI STREET 5,243,SIMEI ST 5,"Error: Road retrieved. Returned address Simei Street 5, Simei, Southeast, 520120, Singapore"
48 BENDEMEER ROAD,48,BENDEMEER RD,"1.3232788, 103.86633637287491"
682 HOUGANG AVENUE 4,682,HOUGANG AVE 4,"1.3744432, 103.8856498"
268D COMPASSVALE LINK,268D,COMPASSVALE LINK,"1.3850022000000002, 103.89586143526071"
219 PETIR ROAD,219,PETIR RD,"1.3742382, 103.77263578140779"
235 LORONG 8 TOA PAYOH,235,LOR 8 TOA PAYOH,"Error: Road retrieved. Returned address Lorong 8 Toa Payoh, Toa Payoh, Singapore, Central, 310229, Singapore"
163C RIVERVALE CRESCENT,163C,RIVERVALE CRES,"1.38963875, 103.90814951532002"
433 BUKIT PANJANG RING ROAD,433,BT PANJANG RING RD,"Error: Road retrieved. Returned address Bukit Panjang Ring Road, Bukit Panjang, Northwest, 679910, Singapore"
808A CHOA CHU KANG AVENUE 1,808A,CHOA CHU KANG AVE 1,"Error: Road retrieved. Returned address Choa Chu Kang Avenue 1, Choa Chu Kang, Southwest, 682296, Singapore"
155 ANG MO KIO AVENUE 4,155,ANG MO KIO AVE 4,"1.37586315, 103.84009975237961"
155 BISHAN STREET 13,155,BISHAN ST 13,"1.34618195, 103.85604697260504"
4 SAGO LANE,4,SAGO LANE,"1.28177045, 103.84289443441727"
415 CHOA CHU KANG AVENUE 4,415,CHOA CHU KANG AVE 4,"1.38274665, 103.74248645619367"
724 CLEMENTI WEST STREET 2,724,CLEMENTI WEST ST 2,"1.30359005, 103.76339495099872"
588B MONTREAL DRIVE,588B,MONTREAL DR,"1.4503960999999999, 103.82516789835104"
306 TAMPINES STREET 32,306,TAMPINES ST 32,"1.35307945, 103.95594471052101"
943 TAMPINES AVENUE 5,943,TAMPINES AVE 5,"1.3502778, 103.94119688340358"
570A WOODLANDS AVENUE 1,570A,WOODLANDS AVE 1,"1.43061935, 103.79088304999999"
618 WOODLANDS AVENUE 4,618,WOODLANDS AVE 4,"Error: Road retrieved. Returned address Woodlands Avenue 4, Woodlands, Northwest, 738908, Singapore"
861 YISHUN AVENUE 4,861,YISHUN AVE 4,"1.4173973000000002, 103.8395806"
718 YISHUN STREET 71,718,YISHUN ST 71,"1.4266274, 103.82834547888623"
123 SERANGOON NORTH AVENUE 1,123,SERANGOON NTH AVE 1,"1.3668957000000002, 103.87230045"
518D TAMPINES CENTRAL 7,518D,TAMPINES CTRL 7,"1.3563672, 103.93928669819587"
792 YISHUN RING ROAD,792,YISHUN RING RD,"1.42057595, 103.83240578746648"
127 PASIR RIS STREET 11,127,PASIR RIS ST 11,"1.3658483, 103.95537736269596"
213A PUNGGOL WALK,213A,PUNGGOL WALK,"1.40028945, 103.8983544869873"
707 TAMPINES STREET 71,707,TAMPINES ST 71,"1.3575388, 103.9365769168504"
333D YISHUN STREET 31,333D,YISHUN ST 31,"1.4320899, 103.84613076082046"
21 JALAN MEMBINA,21,JLN MEMBINA,"1.2850719000000002, 103.8258053040349"
11 FARRER PARK ROAD,11,FARRER PK RD,"1.3123539499999999, 103.85205164813605"
172 ANG MO KIO AVENUE 4,172,ANG MO KIO AVE 4,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 4, Ang Mo Kio, Singapore, Central, 568987, Singapore"
660 JALAN TENAGA,660,JLN TENAGA,"1.3343047499999998, 103.9068947703856"
254 BISHAN STREET 22,254,BISHAN ST 22,"1.3619189999999999, 103.84285501047592"
864 TAMPINES STREET 83,864,TAMPINES ST 83,"1.35505195, 103.93572027058308"
871 TAMPINES STREET 84,871,TAMPINES ST 84,"1.3544146, 103.932649473943"
539 WOODLANDS DRIVE 16,539,WOODLANDS DR 16,"Error: Road retrieved. Returned address Woodlands Drive 16, Woodlands, Northwest, 730548, Singapore"
168A SIMEI LANE,168A,SIMEI LANE,"1.342757, 103.95889733979325"
330 UBI AVENUE 1,330,UBI AVE 1,"1.3264445, 103.90393040378898"
336 HOUGANG AVENUE 7,336,HOUGANG AVE 7,"Error: Road retrieved. Returned address Hougang Avenue 7, Hougang, Northeast, 530336, Singapore"
113 LORONG 1 TOA PAYOH,113,LOR 1 TOA PAYOH,"Error: Road retrieved. Returned address Lorong 1 Toa Payoh, Toa Payoh, Singapore, Central, 311139, Singapore"
251 BISHAN STREET 22,251,BISHAN ST 22,"1.3618263499999999, 103.8442928237037"
54 LENGKOK BAHRU,54,LENGKOK BAHRU,"1.2890892, 103.81372377706106"
107 WOODLANDS STREET 13,107,WOODLANDS ST 13,"Error: Road retrieved. Returned address Woodlands Street 13, Woodlands, Northwest, 738623, Singapore"
205 YISHUN STREET 21,205,YISHUN ST 21,"Error: Road retrieved. Returned address Yishun Street 21, Yishun, Northwest, 768610, Singapore"
501B WELLINGTON CIRCLE,501B,WELLINGTON CIRCLE,"1.45216775, 103.82125447601146"
191A RIVERVALE DRIVE,191A,RIVERVALE DR,"1.393735, 103.90352427012083"
495A TAMPINES STREET 43,495A,TAMPINES ST 43,"1.36259315, 103.95091755589988"
226 ANG MO KIO AVENUE 1,226,ANG MO KIO AVE 1,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 1, Ang Mo Kio, Singapore, Central, 563226, Singapore"
6 EVERTON PARK,6,EVERTON PK,"Error: Block retrieved. Returned address 6, Everton Road, Everton Park, Bukit Merah, Singapore, Central, 080006, Singapore"
40 CIRCUIT ROAD,40,CIRCUIT RD,"1.3276782, 103.88629999941753"
774 WOODLANDS CRESCENT,774,WOODLANDS CRES,"Error: Road retrieved. Returned address Woodlands Crescent, Woodlands, Northwest, 733783, Singapore"
515 HOUGANG AVENUE 10,515,HOUGANG AVE 10,"1.3724033, 103.88904685028234"
475C UPPER SERANGOON CRESCENT,475C,UPP SERANGOON CRES,"1.3753185499999998, 103.89999311467625"
45 MARINE CRESCENT,45,MARINE CRES,"1.3045562, 103.91246776295546"
526B PASIR RIS STREET 51,526B,PASIR RIS ST 51,"1.3679042, 103.94721915576855"
336D ANCHORVALE CRESCENT,336D,ANCHORVALE CRES,"1.3977898, 103.88824375692695"
272D SENGKANG CENTRAL,272D,SENGKANG CTRL,"1.3838765, 103.8935921096603"
149 MEI LING STREET,149,MEI LING ST,"1.29486925, 103.8049261955866"
271C SENGKANG CENTRAL,271C,SENGKANG CTRL,"1.3850562, 103.89449643063017"
683A WOODLANDS DRIVE 62,683A,WOODLANDS DR 62,"Error: Road retrieved. Returned address Woodlands Drive 62, Woodlands, Northwest, 737942, Singapore"
754 PASIR RIS STREET 71,754,PASIR RIS ST 71,"1.3773436000000001, 103.93421763233499"
637A PUNGGOL DRIVE,637A,PUNGGOL DR,"1.3997296000000001, 103.9146054673839"
927 YISHUN CENTRAL 1,927,YISHUN CTRL 1,"1.4277672, 103.83763976454703"
238 YISHUN RING ROAD,238,YISHUN RING RD,"1.43328335, 103.83931682946954"
712 CLEMENTI WEST STREET 2,712,CLEMENTI WEST ST 2,"1.30496565, 103.76188236059525"
741 PASIR RIS STREET 71,741,PASIR RIS ST 71,"1.37764995, 103.93651090925701"
286 TAMPINES STREET 22,286,TAMPINES ST 22,"1.34955185, 103.95294107440935"
384 TAMPINES STREET 32,384,TAMPINES ST 32,"1.3542307, 103.95793085975316"
458 HOUGANG AVENUE 10,458,HOUGANG AVE 10,"1.3777984, 103.8963021"
513 HOUGANG AVENUE 10,513,HOUGANG AVE 10,"Error: Road retrieved. Returned address Hougang Avenue 10, Hougang, Northeast, 538766, Singapore"
287C JURONG EAST STREET 21,287C,JURONG EAST ST 21,"1.337998, 103.74499410415032"
766 PASIR RIS STREET 71,766,PASIR RIS ST 71,"1.3759729, 103.9360558520654"
690E WOODLANDS DRIVE 75,690E,WOODLANDS DR 75,NONE
725 PASIR RIS STREET 72,725,PASIR RIS ST 72,"1.3813191, 103.93567913581788"
105 TAMPINES STREET 11,105,TAMPINES ST 11,"1.3479955000000001, 103.94717757200927"
708 WOODLANDS DRIVE 70,708,WOODLANDS DR 70,"Error: Road retrieved. Returned address Woodlands Drive 70, Woodlands, Northwest, 730676, Singapore"
418 SERANGOON CENTRAL,418,SERANGOON CTRL,"1.3496877, 103.8752430009876"
464 JURONG WEST STREET 41,464,JURONG WEST ST 41,"Error: Road retrieved. Returned address Jurong West Street 41, Jurong West, Southwest, 640478, Singapore"
436 HOUGANG AVENUE 8,436,HOUGANG AVE 8,"1.3772086, 103.89382112173085"
442 ANG MO KIO AVENUE 10,442,ANG MO KIO AVE 10,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 10, Ang Mo Kio, Singapore, Central, 560449, Singapore"
407 BEDOK NORTH AVENUE 3,407,BEDOK NTH AVE 3,"1.32844535, 103.93371655718016"
336 BUKIT BATOK STREET 32,336,BT BATOK ST 32,"1.3645094000000002, 103.74855972428519"
11 EUNOS CRESCENT,11,EUNOS CRES,"1.32181425, 103.90445540754678"
477B UPPER SERANGOON VIEW,477B,UPP SERANGOON VIEW,"Error: Road retrieved. Returned address Upper Serangoon View, Hougang, Northeast, 530476, Singapore"
937 HOUGANG STREET 92,937,HOUGANG ST 92,"Error: Road retrieved. Returned address Hougang Street 92, Hougang, Northeast, 530943, Singapore"
903 JURONG WEST STREET 91,903,JURONG WEST ST 91,"1.3397215999999998, 103.68608176274365"
326C ANCHORVALE ROAD,326C,ANCHORVALE RD,"1.3957604, 103.8882269"
887A WOODLANDS DRIVE 50,887A,WOODLANDS DR 50,"1.4373033, 103.79397080064176"
223 BISHAN STREET 23,223,BISHAN ST 23,"1.3584372, 103.84830756862081"
16 HOUGANG AVENUE 3,16,HOUGANG AVE 3,"Error: Road retrieved. Returned address Hougang Avenue 3, Hougang, Northeast, 534412, Singapore"
990A JURONG WEST STREET 93,990A,JURONG WEST ST 93,"1.3352632, 103.69511410909092"
551 WOODLANDS DRIVE 44,551,WOODLANDS DR 44,"Error: Road retrieved. Returned address Woodlands Drive 44, Vista Point, Woodlands, Northwest, 730548, Singapore"
879 YISHUN STREET 81,879,YISHUN ST 81,"1.41444155, 103.83611210000001"
639 ANG MO KIO AVENUE 6,639,ANG MO KIO AVE 6,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 6, Ang Mo Kio, Singapore, Central, 569845, Singapore"
19 JALAN MEMBINA,19,JLN MEMBINA,"1.285634, 103.8260893"
1 TECK WHYE AVENUE,1,TECK WHYE AVE,"1.3825069, 103.7517128945515"
152 JALAN TECK WHYE,152,JLN TECK WHYE,"1.3789943500000001, 103.7582134623992"
319 SERANGOON AVENUE 2,319,SERANGOON AVE 2,"1.3525743000000001, 103.86811868277891"
456 TAMPINES STREET 42,456,TAMPINES ST 42,"1.35761135, 103.95456465000001"
453 CHOA CHU KANG AVENUE 4,453,CHOA CHU KANG AVE 4,"1.3799865, 103.73513104536396"
219 ANG MO KIO AVENUE 1,219,ANG MO KIO AVE 1,"1.3659481, 103.84064493727124"
223 ANG MO KIO AVENUE 1,223,ANG MO KIO AVE 1,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 1, Ang Mo Kio, Singapore, Central, 560218, Singapore"
46 LORONG 5 TOA PAYOH,46,LOR 5 TOA PAYOH,"1.3363941, 103.8535184"
213 BISHAN STREET 23,213,BISHAN ST 23,"1.3572416, 103.84801521237873"
507 JURONG WEST STREET 52,507,JURONG WEST ST 52,"1.3489854, 103.7184351"
862 JURONG WEST STREET 81,862,JURONG WEST ST 81,"1.3500274, 103.69692830188964"
150 BISHAN STREET 11,150,BISHAN ST 11,"1.3446847499999999, 103.85538185304591"
120A KIM TIAN PLACE,120A,KIM TIAN PL,"Error: Not Singapore. Returned address KIM, Łagiewnicka, Tarnogaj, Osiedle Tarnogaj, Wrocław, województwo dolnośląskie, 50-511, Polska"
443 CHOA CHU KANG AVENUE 4,443,CHOA CHU KANG AVE 4,"1.3812934000000001, 103.73757290562173"
207 BOON LAY PLACE,207,BOON LAY PL,"1.3465840500000001, 103.71359194237051"
406A FERNVALE ROAD,406A,FERNVALE RD,"1.38808855, 103.87425818091575"
522B TAMPINES CENTRAL 7,522B,TAMPINES CTRL 7,"1.35785365, 103.93884363212945"
778 WOODLANDS DRIVE 60,778,WOODLANDS DR 60,"1.4473932999999999, 103.79979241942377"
640 WOODLANDS RING ROAD,640,WOODLANDS RING RD,"Error: Road retrieved. Returned address Woodlands Ring Road, Woodlands, Northwest, 737890, Singapore"
664 WOODLANDS RING ROAD,664,WOODLANDS RING RD,"1.4360802, 103.79782083465705"
348D YISHUN AVENUE 11,348D,YISHUN AVE 11,"1.42708575, 103.84278783203125"
335A YISHUN STREET 31,335A,YISHUN ST 31,"1.4332885499999999, 103.84450398116765"
709 HOUGANG AVENUE 2,709,HOUGANG AVE 2,"1.36695005, 103.88841819000467"
956 HOUGANG STREET 91,956,HOUGANG ST 91,"1.3766014, 103.87885942867709"
539 JURONG WEST AVENUE 1,539,JURONG WEST AVE 1,"1.3508928, 103.71642701612802"
660D JURONG WEST STREET 64,660D,JURONG WEST ST 64,"1.33647555, 103.7034723"
180 PASIR RIS STREET 11,180,PASIR RIS ST 11,"1.36416855, 103.960474247167"
517 PASIR RIS STREET 52,517,PASIR RIS ST 52,"1.3745443, 103.94407120179696"
586 ANG MO KIO AVENUE 3,586,ANG MO KIO AVE 3,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 3, Ang Mo Kio, Singapore, Central, 560564, Singapore"
