classification,avg_distance,avg_resale_price,count
0,0.2539267089066337,449855.199017199,407
1,0.764867358724137,374208.0689655172,290
2,1.2910391323188444,461910.7695652174,690
3,1.7850943727842397,458481.0134288272,1117
4,2.196839108064511,472577.24709677417,1550
5,2.786068248177768,477737.5928888889,1125
