classification,avg_distance,avg_resale_price,count
0,0.22361498998216922,484408.279346211,673
1,0.7787406771130647,478207.7889791438,911
2,1.2262682696655085,472200.13610149943,1734
3,1.7856107678082243,420273.1689497717,876
4,2.258569244056606,471223.83679245284,1060
5,2.7410628204802245,466139.43079096044,708
