block,street_name,month,town,flat_type,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,address,lat_long,distance
547C,SEGAR RD,2020-01,BUKIT PANJANG,2 ROOM,13 TO 15,47.0,Model A,2015,94 years 06 months,230000.0,547C SEGAR ROAD,"1.38854415, 103.76889090088017",1.5249037
488,SEGAR RD,2020-01,BUKIT PANJANG,2 ROOM,13 TO 15,47.0,Model A,2014,93 years 11 months,235800.0,488 SEGAR ROAD,"1.3895681500000001, 103.77128250365321",1.3356982
454,FAJAR RD,2020-01,BUKIT PANJANG,3 ROOM,16 TO 18,68.0,Model A,2015,94 years 11 months,320000.0,454 FAJAR ROAD,"1.3844995999999998, 103.77127237409609",1.4478512
454,FAJAR RD,2020-01,BUKIT PANJANG,3 ROOM,04 TO 06,68.0,Model A,2015,94 years 11 months,315000.0,454 FAJAR ROAD,"1.3844995999999998, 103.77127237409609",1.4478512
547D,SEGAR RD,2020-01,BUKIT PANJANG,3 ROOM,13 TO 15,67.0,Model A,2015,94 years 06 months,326000.0,547D SEGAR ROAD,"1.3888981500000002, 103.76911095542637",1.5014275
547C,SEGAR RD,2020-01,BUKIT PANJANG,3 ROOM,13 TO 15,67.0,Model A,2015,94 years 06 months,325000.0,547C SEGAR ROAD,"1.38854415, 103.76889090088017",1.5249037
485,SEGAR RD,2020-01,BUKIT PANJANG,3 ROOM,10 TO 12,67.0,Model A,2014,93 years 11 months,330000.0,485 SEGAR ROAD,"1.388666, 103.77157218834733",1.3371615
547D,SEGAR RD,2020-01,BUKIT PANJANG,3 ROOM,13 TO 15,67.0,Model A,2015,94 years 06 months,335000.0,547D SEGAR ROAD,"1.3888981500000002, 103.76911095542637",1.5014275
548B,SEGAR RD,2020-01,BUKIT PANJANG,3 ROOM,16 TO 18,67.0,Model A,2015,94 years 11 months,330000.0,548B SEGAR ROAD,"1.3895197000000001, 103.76866019486388",1.5238911
548B,SEGAR RD,2020-01,BUKIT PANJANG,3 ROOM,16 TO 18,67.0,Model A,2015,94 years 11 months,327000.0,548B SEGAR ROAD,"1.3895197000000001, 103.76866019486388",1.5238911
548B,SEGAR RD,2020-01,BUKIT PANJANG,3 ROOM,13 TO 15,67.0,Model A,2015,94 years 11 months,330000.0,548B SEGAR ROAD,"1.3895197000000001, 103.76866019486388",1.5238911
