classification,avg_distance,avg_resale_price,count
0,0.22193836877876122,352260.9557522124,113
1,0.7886383310822519,405748.93506493507,231
2,1.2458660685344831,441417.5905172414,232
3,1.739123703187253,471641.5298804781,251
4,2.2671601401574804,391021.76377952757,127
5,2.794001619999998,352321.6076923077,130
